"Allard, W. (CO-R)_300003","Bunning, J. (KY-R)_300014","Cantwell, M. (WA-D)_300018","Crapo, M. (ID-R)_300030","Durbin, R. (IL-D)_300038","Inhofe, J. (OK-R)_300055","Johnson, T. (SD-D)_300058","Kyl, J. (AZ-R)_300062","Lincoln, B. (AR-D)_300068","Reed, J. (RI-D)_300081","Roberts, P. (KS-R)_300083","Santorum, R. (PA-R)_300085","Schumer, C. (NY-D)_300087","Snowe, O. (ME-R)_300091","Talent, J. (MO-R)_300096","Thomas, C. (WY-R)_300097","Wyden, R. (OR-D)_300100","Hutchinson, T. (AR-R)_300151","Torricelli, R. (NJ-D)_300156","Abercrombie, N. (HI-D)_400001","Ackerman, G. (NY-D)_400003","Andrews, R. (NJ-D)_400008","Bachus, S. (AL-R)_400010","Baker, R. (LA-R)_400012","Ballenger, C. (NC-R)_400015","Bartlett, R. (MD-R)_400017","Barton, J. (TX-R)_400018","Becerra, X. (CA-D)_400021","Bereuter, D. (NE-R)_400023","Berman, H. (CA-D)_400025","Bilirakis, M. (FL-R)_400028","Bishop, S. (GA-D)_400030","Boehlert, S. (NY-R)_400035","Boehner, J. (OH-R)_400036","Bonilla, H. (TX-R)_400037","Boucher, F. (VA-D)_400043","Brown, C. (FL-D)_400048","Brown, S. (OH-D)_400050","Burton, D. (IN-R)_400055","Buyer, S. (IN-R)_400056","Calvert, K. (CA-R)_400057","Camp, D. (MI-R)_400058","Cardin, B. (MD-D)_400064","Castle, M. (DE-R)_400070","Clyburn, J. (SC-D)_400075","Coble, H. (NC-R)_400076","Collins, M. (GA-R)_400078","Combest, L. (TX-R)_400079","Conyers, J. (MI-D)_400080","Cooper, J. (TN-D)_400081","Costello, J. (IL-D)_400082","Cox, C. (CA-R)_400083","Cramer, R. (AL-D)_400084","Crane, P. (IL-R)_400085","Cunningham, R. (CA-R)_400091","Deal, N. (GA-R)_400099","DeFazio, P. (OR-D)_400100","DeLauro, R. (CT-D)_400103","DeLay, T. (TX-R)_400104","Deutsch, P. (FL-D)_400106","Diaz-Balart, L. (FL-R)_400107","Dicks, N. (WA-D)_400109","Dingell, J. (MI-D)_400110","Dooley, C. (CA-D)_400112","Doolittle, J. (CA-R)_400113","Dreier, D. (CA-R)_400115","Duncan, J. (TN-R)_400116","Dunn, J. (WA-R)_400117","Edwards, T. (TX-D)_400118","Ehlers, V. (MI-R)_400119","Engel, E. (NY-D)_400122","Eshoo, A. (CA-D)_400124","Evans, L. (IL-D)_400126","Everett, T. (AL-R)_400127","Faleomavaega, E. (AS-D)_400128","Farr, S. (CA-D)_400129","Filner, B. (CA-D)_400133","Frank, B. (MA-D)_400140","Frost, J. (TX-D)_400143","Gallegly, E. (CA-R)_400144","Gephardt, R. (MO-D)_400146","Gilchrest, W. (MD-R)_400149","Gillmor, P. (OH-R)_400150","Goodlatte, B. (VA-R)_400154","Gordon, B. (TN-D)_400155","Goss, P. (FL-R)_400156","Green, G. (TX-D)_400160","Greenwood, J. (PA-R)_400161","Gutiérrez, L. (IL-D)_400163","Hall, R. (TX-R)_400165","Harman, J. (CA-D)_400166","Hastert, J. (IL-R)_400169","Hastings, A. (FL-D)_400170","Hefley, J. (CO-R)_400174","Herger, W. (CA-R)_400176","Hinchey, M. (NY-D)_400178","Hobson, D. (OH-R)_400180","Hoekstra, P. (MI-R)_400182","Holden, T. (PA-D)_400183","Houghton, A. (NY-R)_400188","Hoyer, S. (MD-D)_400189","Hunter, D. (CA-R)_400191","Hyde, H. (IL-R)_400192","Inslee, J. (WA-D)_400193","Istook, E. (OK-R)_400197","Jefferson, W. (LA-D)_400201","Johnson, E. (TX-D)_400204","Johnson, N. (CT-R)_400205","Johnson, S. (TX-R)_400206","Kanjorski, P. (PA-D)_400210","Kaptur, M. (OH-D)_400211","Kildee, D. (MI-D)_400216","King, P. (NY-R)_400219","Kingston, J. (GA-R)_400221","Kleczka, G. (WI-D)_400223","Knollenberg, J. (MI-R)_400225","Kolbe, J. (AZ-R)_400226","Lantos, T. (CA-D)_400231","Leach, J. (IA-R)_400236","Levin, S. (MI-D)_400238","Lewis, J. (CA-R)_400239","Lewis, J. (GA-D)_400240","Lewis, R. (KY-R)_400241","Linder, J. (GA-R)_400242","Lipinski, W. (IL-D)_400243","Lowey, N. (NY-D)_400246","Lucas, F. (OK-R)_400247","Maloney, C. (NY-D)_400251","Manzullo, D. (IL-R)_400252","Markey, E. (MA-D)_400253","Matsui, R. (CA-D)_400256","McCrery, J. (LA-R)_400261","McDermott, J. (WA-D)_400262","McHugh, J. (NY-R)_400264","McInnis, S. (CO-R)_400265","McKeon, H. (CA-R)_400267","McNulty, M. (NY-D)_400268","Meehan, M. (MA-D)_400269","Menéndez, R. (NJ-D)_400272","Mica, J. (FL-R)_400273","Miller, G. (CA-D)_400278","Mollohan, A. (WV-D)_400281","Moran, J. (VA-D)_400283","Murtha, J. (PA-D)_400286","Nadler, J. (NY-D)_400289","Neal, R. (MA-D)_400291","Norton, E. (DC-D)_400295","Nussle, J. (IA-R)_400298","Oberstar, J. (MN-D)_400299","Obey, D. (WI-D)_400300","Olver, J. (MA-D)_400301","Ortiz, S. (TX-D)_400302","Owens, M. (NY-D)_400306","Oxley, M. (OH-R)_400307","Pallone, F. (NJ-D)_400308","Pastor, E. (AZ-D)_400310","Payne, D. (NJ-D)_400312","Pelosi, N. (CA-D)_400314","Peterson, C. (MN-D)_400316","Petri, T. (WI-R)_400318","Pombo, R. (CA-R)_400322","Pomeroy, E. (ND-D)_400323","Portman, R. (OH-R)_400325","Price, D. (NC-D)_400326","Pryce, D. (OH-R)_400327","Quinn, J. (NY-R)_400329","Rahall, N. (WV-D)_400331","Ramstad, J. (MN-R)_400332","Rangel, C. (NY-D)_400333","Regula, R. (OH-R)_400334","Rogers, H. (KY-R)_400340","Rohrabacher, D. (CA-R)_400343","Ros-Lehtinen, I. (FL-R)_400344","Roybal-Allard, L. (CA-D)_400347","Royce, E. (CA-R)_400348","Rush, B. (IL-D)_400350","Sabo, M. (MN-D)_400354","Sanders, B. (VT-I)_400357","Saxton, H. (NJ-R)_400359","Scott, R. (VA-D)_400364","Sensenbrenner, F. (WI-R)_400365","Serrano, J. (NY-D)_400366","Shaw, E. (FL-R)_400369","Shays, C. (CT-R)_400370","Shuster, E. (PA-R)_400374","Skelton, I. (MO-D)_400377","Slaughter, L. (NY-D)_400378","Smith, C. (NJ-R)_400380","Smith, L. (TX-R)_400381","Smith, N. (MI-R)_400382","Spratt, J. (SC-D)_400386","Stark, F. (CA-D)_400387","Stearns, C. (FL-R)_400388","Stenholm, C. (TX-D)_400389","Strickland, T. (OH-D)_400390","Stupak, B. (MI-D)_400391","Tanner, J. (TN-D)_400395","Tauzin, W. (LA-R)_400397","Taylor, C. (NC-R)_400398","Taylor, G. (MS-D)_400399","Thomas, W. (CA-R)_400401","Thompson, B. (MS-D)_400402","Towns, E. (NY-D)_400409","Upton, F. (MI-R)_400414","Velázquez, N. (NY-D)_400416","Visclosky, P. (IN-D)_400417","Walsh, J. (NY-R)_400420","Waters, M. (CA-D)_400422","Watt, M. (NC-D)_400424","Waxman, H. (CA-D)_400425","Weldon, W. (PA-R)_400428","Wolf, F. (VA-R)_400435","Woolsey, L. (CA-D)_400436","Wynn, A. (MD-D)_400438","Young, C. (FL-R)_400439","Young, D. (AK-R)_400440","Callahan, H. (AL-R)_400500","Hilliard, E. (AL-D)_400502","Stump, R. (AZ-R)_400504","Condit, G. (CA-D)_400505","Horn, S. (CA-R)_400506","Thurman, K. (FL-D)_400509","Miller, D. (FL-R)_400510","Meek, C. (FL-D)_400511","McKinney, C. (GA-D)_400513","Underwood, R. (GU-D)_400516","Roemer, T. (IN-D)_400520","Morella, C. (MD-R)_400524","Barcia, J. (MI-D)_400526","Bonior, D. (MI-D)_400527","Clayton, E. (NC-D)_400532","Roukema, M. (NJ-R)_400533","Skeen, J. (NM-R)_400534","Gilman, B. (NY-R)_400536","LaFalce, J. (NY-D)_400537","Hall, T. (OH-D)_400538","Sawyer, T. (OH-D)_400539","Borski, R. (PA-D)_400542","Coyne, W. (PA-D)_400543","Gekas, G. (PA-R)_400544","Clement, R. (TN-D)_400548","Armey, R. (TX-R)_400551","Hansen, J. (UT-R)_400552","Barrett, T. (WI-D)_400553","Mink, P. (HI-D)_400554","Grams, R. (MN-R)_400560","Archer, B. (TX-R)_400567","Barrett, B. (NE-R)_400568","Bateman, H. (VA-R)_400569","Bliley, T. (VA-R)_400571","Brown, G. (CA-D)_400572","Canady, C. (FL-R)_400574","Danner, P. (MO-D)_400578","Dickey, J. (AR-R)_400579","Dixon, J. (CA-D)_400580","Ewing, T. (IL-R)_400581","Fowler, T. (FL-R)_400583","Franks, B. (NJ-R)_400584","Gejdenson, S. (CT-D)_400585","Goodling, W. (PA-R)_400586","Kasich, J. (OH-R)_400590","Klink, R. (PA-D)_400591","Lazio, R. (NY-R)_400594","Martínez, M. (CA-R)_400595","McCollum, B. (FL-R)_400596","Minge, D. (MN-D)_400599","Moakley, J. (MA-D)_400600","Packard, R. (CA-R)_400601","Pickett, O. (VA-D)_400603","Porter, J. (IL-R)_400604","Sisisky, N. (VA-D)_400609","Spence, F. (SC-R)_400610","Traficant, J. (OH-D)_400611","Vento, B. (MN-D)_400612","Wise, R. (WV-D)_400614","Romero-Barceló, C. (PR-D)_400615","Inglis, B. (SC-R)_400649","Andrews, M. (TX-D)_400882","Andrews, T. (ME-D)_400885","Applegate, D. (OH-D)_400906","Bacchus, J. (FL-D)_401014","Baesler, H. (KY-D)_401033","Baker, W. (CA-R)_401081","Barca, P. (WI-D)_401134","Barlow, T. (KY-D)_401153","Beilenson, A. (CA-D)_401310","Bentley, H. (MD-R)_401383","Bevill, T. (AL-D)_401417","Bilbray, J. (NV-D)_401446","Blackwell, L. (PA-D)_401494","Blute, P. (MA-R)_401547","Brewster, W. (OK-D)_401774","Brooks, J. (TX-D)_401837","Browder, J. (AL-D)_401854","Bryant, J. (TX-D)_401947","Byrne, L. (VA-D)_402152","Carr, M. (MI-D)_402325","Chapman, J. (TX-D)_402454","Clay, W. (MO-D)_402626","Clinger, W. (PA-R)_402657","Coleman, R. (TX-D)_402750","Collins, B. (MI-D)_402762","Collins, C. (IL-D)_402763","Coppersmith, S. (AZ-D)_402890","Darden, G. (GA-D)_403190","de la Garza, E. (TX-D)_403308","de Lugo, R. (VI-D)_403314","Dellums, R. (CA-D)_403364","Derrick, B. (SC-D)_403403","Dornan, R. (CA-R)_403545","Edwards, W. (CA-D)_403776","Emerson, N. (MO-R)_403864","English, G. (OK-D)_403873","English, K. (AZ-D)_403875","Espy, A. (MS-D)_403904","Fawell, H. (IL-R)_404009","Fazio, V. (CA-D)_404013","Fields, C. (LA-D)_404067","Fields, J. (TX-R)_404068","Fingerhut, E. (OH-D)_404083","Fish, H. (NY-R)_404097","Flake, F. (NY-D)_404139","Foglietta, T. (PA-D)_404190","Foley, T. (WA-D)_404193","Ford, H. (TN-D)_404213","Ford, W. (MI-D)_404220","Franks, G. (CT-R)_404296","Furse, E. (OR-D)_404375","Gallo, D. (NJ-R)_404401","Geren, P. (TX-D)_404503","Gibbons, S. (FL-D)_404520","Gingrich, N. (GA-R)_404587","Glickman, D. (KS-D)_404602","González, H. (TX-D)_404634","Gradison, W. (OH-R)_404705","Grandy, F. (IA-R)_404723","Gunderson, S. (WI-R)_404869","Hamburg, D. (CA-D)_404978","Hamilton, L. (IN-D)_404996","Hancock, M. (MO-R)_405033","Hayes, J. (LA-R)_405258","Hefner, W. (NC-D)_405313","Henry, P. (MI-R)_405377","Hoagland, P. (NE-D)_405507","Hochbrueckner, G. (NY-D)_405524","Hoke, M. (OH-R)_405560","Huffington, M. (CA-R)_405758","Hughes, W. (NJ-D)_405775","Hutto, E. (FL-D)_405855","Jacobs, A. (IN-D)_405939","Johnson, C. (GA-D)_406024","Johnston, H. (FL-D)_406082","Kennedy, J. (MA-D)_406277","Kennelly, B. (CT-D)_406284","Kim, J. (CA-R)_406343","Klein, H. (NJ-D)_406420","Klug, S. (WI-R)_406431","Kopetski, M. (OR-D)_406466","Kreidler, M. (WA-D)_406482","Lancaster, H. (NC-D)_406554","LaRocco, L. (ID-D)_406605","Laughlin, G. (TX-R)_406625","Lehman, R. (CA-D)_406729","Levy, D. (NY-R)_406768","Lewis, T. (FL-R)_406790","Lightfoot, J. (IA-R)_406799","Livingston, R. (LA-R)_406863","Lloyd, M. (TN-D)_406873","Long Thompson, J. (IN-D)_406920","Machtley, R. (RI-R)_407044","Mann, D. (OH-D)_407124","Manton, T. (NY-D)_407141","Margolies-Mezvinsky, M. (PA-D)_407153","Mazzoli, R. (KY-D)_407306","McCandless, A. (CA-R)_407320","McCloskey, F. (IN-D)_407351","McCurdy, D. (OK-D)_407399","McDade, J. (PA-R)_407400","McHale, P. (PA-D)_407465","McMillan, J. (NC-R)_407558","Meyers, J. (KS-R)_407669","Mfume, K. (MD-D)_407672","Michel, R. (IL-R)_407676","Mineta, N. (CA-D)_407772","Molinari, S. (NY-R)_407817","Montgomery, G. (MS-D)_407838","Moorhead, C. (CA-R)_407899","Murphy, A. (PA-D)_408052","Myers, J. (IN-R)_408092","Natcher, W. (KY-D)_408103","Neal, S. (NC-D)_408109","Orton, W. (UT-D)_408364","Panetta, L. (CA-D)_408457","Parker, M. (MS-R)_408476","Paxon, L. (NY-R)_408553","Payne, L. (VA-D)_408556","Penny, T. (MN-D)_408618","Peterson, D. (FL-D)_408661","Pickle, J. (TX-D)_408725","Poshard, G. (IL-D)_408839","Quillen, J. (TN-R)_408976","Ravenel, A. (SC-R)_409052","Reynolds, M. (IL-D)_409154","Richardson, W. (NM-D)_409205","Ridge, T. (PA-R)_409219","Rose, C. (NC-D)_409400","Rostenkowski, D. (IL-D)_409422","Roth, T. (WI-R)_409423","Rowland, J. (GA-D)_409442","Sangmeister, G. (IL-D)_409570","Sarpalius, W. (TX-D)_409578","Schaefer, D. (CO-R)_409618","Schenk, L. (CA-D)_409627","Schiff, S. (NM-R)_409633","Schroeder, P. (CO-D)_409650","Sharp, P. (IN-D)_409793","Shepherd, K. (UT-D)_409829","Skaggs, D. (CO-D)_409954","Slattery, J. (KS-D)_409966","Smith, N. (IA-D)_410076","Smith, R. (OR-R)_410084","Solomon, G. (NY-R)_410147","Stokes, L. (OH-D)_410407","Studds, G. (MA-D)_410496","Sundquist, D. (TN-R)_410529","Swett, R. (NH-D)_410565","Swift, A. (WA-D)_410567","Synar, M. (OK-D)_410589","Tejeda, F. (TX-D)_410695","Thornton, R. (AR-D)_410821","Torkildsen, P. (MA-R)_410887","Torres, E. (CA-D)_410889","Tucker, W. (CA-D)_410974","Unsoeld, J. (WA-D)_411040","Valentine, I. (NC-D)_411065","Volkmer, H. (MO-D)_411166","Vucanovich, B. (NV-R)_411178","Walker, R. (PA-R)_411247","Washington, C. (TX-D)_411350","Wheat, A. (MO-D)_411488","Whitten, J. (MS-D)_411587","Williams, J. (MT-D)_411677","Wilson, C. (TX-D)_411725","Yates, S. (IL-D)_411947","Zeliff, W. (NH-R)_411997","Zimmer, R. (NJ-R)_412001"
0,0,-1,1,-1,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,1,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,0,-1,-1,0,-1,0,-1,-1,0,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,-1,0,-1,-1,-1,0,-1,0,-1,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,-1,-1,0,-1,-1,0,-1,-1,-1,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,-1,-1,-1,0,-1,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,0,1,0,-1,-1,0,0,1,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,-1,-1,-1,1,0,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,-1,-1,-1,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,-1,-1,0,-1,0,-1,-1,0,-1,-1,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,-1,-1,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,1,0,0,-1,0,0,0,0,0,1,0,-1,-1,0,0,-1,-1,0,0,0,-1,-1,-1,0,0,0,0,-1,-1,0,0,0,-1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,1,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,-1,0,0,0,0,-1,0,0
-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1
1,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,1,0,0,1,0,0,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,0,0,1,0,0,0,0,-1,0,0,1,-1,0,1,-1,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,1,-1,-1,0,-1,1,-1,0,0,-1,0,0,0,0,0,-1,1,-1,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,1,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,0,0,-1,-1,0,-1,0,0,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,-1,0,-1,0,-1,-1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,-1,-1,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,1,0,0,-1,0,0,0,0,0,1,0,-1,-1,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0
-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,-1,-1,0,0,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
