"Aderholt, R. (AL-R)_400004","Alexander, R. (LA-R)_400006","Andrews, R. (NJ-D)_400008","Bachus, S. (AL-R)_400010","Barton, J. (TX-R)_400018","Becerra, X. (CA-D)_400021","Bishop, R. (UT-R)_400029","Bishop, S. (GA-D)_400030","Bishop, T. (NY-D)_400031","Blackburn, M. (TN-R)_400032","Blumenauer, E. (OR-D)_400033","Bonner, J. (AL-R)_400038","Bordallo, M. (GU-D)_400041","Brady, K. (TX-R)_400046","Brady, R. (PA-D)_400047","Brown, C. (FL-D)_400048","Burgess, M. (TX-R)_400052","Calvert, K. (CA-R)_400057","Camp, D. (MI-R)_400058","Capito, S. (WV-R)_400061","Capps, L. (CA-D)_400062","Capuano, M. (MA-D)_400063","Carter, J. (TX-R)_400068","Chabot, S. (OH-R)_400071","Christensen, D. (VI-D)_400073","Clay, W. (MO-D)_400074","Clyburn, J. (SC-D)_400075","Coble, H. (NC-R)_400076","Cole, T. (OK-R)_400077","Conyers, J. (MI-D)_400080","Cooper, J. (TN-D)_400081","Crenshaw, A. (FL-R)_400086","Crowley, J. (NY-D)_400087","Culberson, J. (TX-R)_400089","Cummings, E. (MD-D)_400090","Davis, D. (IL-D)_400093","Davis, S. (CA-D)_400097","DeFazio, P. (OR-D)_400100","DeGette, D. (CO-D)_400101","DeLauro, R. (CT-D)_400103","Diaz-Balart, M. (FL-R)_400108","Dingell, J. (MI-D)_400110","Doggett, L. (TX-D)_400111","Doyle, M. (PA-D)_400114","Duncan, J. (TN-R)_400116","Emerson, J. (MO-R)_400121","Engel, E. (NY-D)_400122","Eshoo, A. (CA-D)_400124","Faleomavaega, E. (AS-D)_400128","Farr, S. (CA-D)_400129","Fattah, C. (PA-D)_400130","Forbes, J. (VA-R)_400137","Franks, T. (AZ-R)_400141","Frelinghuysen, R. (NJ-R)_400142","Garrett, S. (NJ-R)_400145","Gerlach, J. (PA-R)_400147","Gingrey, P. (GA-R)_400151","Goodlatte, B. (VA-R)_400154","Granger, K. (TX-R)_400157","Graves, S. (MO-R)_400158","Green, G. (TX-D)_400160","Grijalva, R. (AZ-D)_400162","Gutiérrez, L. (IL-D)_400163","Hall, R. (TX-R)_400165","Hastings, A. (FL-D)_400170","Hastings, D. (WA-R)_400171","Hensarling, J. (TX-R)_400175","Hinojosa, R. (TX-D)_400179","Holt, R. (NJ-D)_400184","Honda, M. (CA-D)_400185","Hoyer, S. (MD-D)_400189","Israel, S. (NY-D)_400195","Issa, D. (CA-R)_400196","Jackson Lee, S. (TX-D)_400199","Johnson, E. (TX-D)_400204","Johnson, S. (TX-R)_400206","Jones, W. (NC-R)_400209","Kaptur, M. (OH-D)_400211","Kind, R. (WI-D)_400218","King, P. (NY-R)_400219","King, S. (IA-R)_400220","Kingston, J. (GA-R)_400221","Kline, J. (MN-R)_400224","Langevin, J. (RI-D)_400230","Larsen, R. (WA-D)_400232","Larson, J. (CT-D)_400233","Latham, T. (IA-R)_400234","Lee, B. (CA-D)_400237","Levin, S. (MI-D)_400238","Lewis, J. (GA-D)_400240","LoBiondo, F. (NJ-R)_400244","Lofgren, Z. (CA-D)_400245","Lowey, N. (NY-D)_400246","Lucas, F. (OK-R)_400247","Lynch, S. (MA-D)_400249","Maloney, C. (NY-D)_400251","Markey, E. (MA-D)_400253","Matheson, J. (UT-D)_400255","McCarthy, C. (NY-D)_400257","McCollum, B. (MN-D)_400259","McDermott, J. (WA-D)_400262","McGovern, J. (MA-D)_400263","McIntyre, M. (NC-D)_400266","McKeon, H. (CA-R)_400267","Meeks, G. (NY-D)_400271","Mica, J. (FL-R)_400273","Michaud, M. (ME-D)_400274","Miller, C. (MI-R)_400276","Miller, G. (CA-R)_400277","Miller, G. (CA-D)_400278","Miller, J. (FL-R)_400279","Moran, J. (VA-D)_400283","Murphy, T. (PA-R)_400285","Nadler, J. (NY-D)_400289","Napolitano, G. (CA-D)_400290","Neal, R. (MA-D)_400291","Norton, E. (DC-D)_400295","Nunes, D. (CA-R)_400297","Pallone, F. (NJ-D)_400308","Pascrell, B. (NJ-D)_400309","Pastor, E. (AZ-D)_400310","Pearce, S. (NM-R)_400313","Pelosi, N. (CA-D)_400314","Peterson, C. (MN-D)_400316","Petri, T. (WI-R)_400318","Pitts, J. (PA-R)_400320","Price, D. (NC-D)_400326","Rahall, N. (WV-D)_400331","Rangel, C. (NY-D)_400333","Rogers, H. (KY-R)_400340","Rogers, M. (AL-R)_400341","Rogers, M. (MI-R)_400342","Rohrabacher, D. (CA-R)_400343","Ros-Lehtinen, I. (FL-R)_400344","Roybal-Allard, L. (CA-D)_400347","Royce, E. (CA-R)_400348","Ruppersberger, C. (MD-D)_400349","Rush, B. (IL-D)_400350","Ryan, P. (WI-R)_400351","Ryan, T. (OH-D)_400352","Sánchez, L. (CA-D)_400355","Sanchez, L. (CA-D)_400356","Schakowsky, J. (IL-D)_400360","Schiff, A. (CA-D)_400361","Scott, D. (GA-D)_400363","Scott, R. (VA-D)_400364","Sensenbrenner, F. (WI-R)_400365","Serrano, J. (NY-D)_400366","Sessions, P. (TX-R)_400367","Sherman, B. (CA-D)_400371","Shimkus, J. (IL-R)_400373","Simpson, M. (ID-R)_400376","Slaughter, L. (NY-D)_400378","Smith, A. (WA-D)_400379","Smith, C. (NJ-R)_400380","Smith, L. (TX-R)_400381","Terry, L. (NE-R)_400400","Thompson, B. (MS-D)_400402","Thompson, M. (CA-D)_400403","Thornberry, M. (TX-R)_400404","Tiberi, P. (OH-R)_400406","Tierney, J. (MA-D)_400407","Turner, M. (OH-R)_400411","Upton, F. (MI-R)_400414","Van Hollen, C. (MD-D)_400415","Velázquez, N. (NY-D)_400416","Visclosky, P. (IN-D)_400417","Walden, G. (OR-R)_400419","Waters, M. (CA-D)_400422","Watt, M. (NC-D)_400424","Waxman, H. (CA-D)_400425","Whitfield, E. (KY-R)_400431","Wilson, J. (SC-R)_400433","Wolf, F. (VA-R)_400435","Young, C. (FL-R)_400439","Young, D. (AK-R)_400440","Neugebauer, R. (TX-R)_400441","Salmon, M. (AZ-R)_400606","Sanford, M. (SC-R)_400607","Butterfield, G. (NC-D)_400616","Costa, J. (CA-D)_400618","Wasserman Schultz, D. (FL-D)_400623","Price, T. (GA-R)_400626","Westmoreland, L. (GA-R)_400627","Barrow, J. (GA-D)_400628","Lipinski, D. (IL-D)_400630","Boustany, C. (LA-R)_400636","Cleaver, E. (MO-D)_400639","Fortenberry, J. (NE-R)_400640","Higgins, B. (NY-D)_400641","Foxx, V. (NC-R)_400643","McHenry, P. (NC-R)_400644","Fitzpatrick, M. (PA-R)_400646","Schwartz, A. (PA-D)_400647","Dent, C. (PA-R)_400648","Gohmert, L. (TX-R)_400651","Poe, T. (TX-R)_400652","Green, A. (TX-D)_400653","McCaul, M. (TX-R)_400654","Conaway, K. (TX-R)_400655","Marchant, K. (TX-R)_400656","Cuellar, H. (TX-D)_400657","McMorris Rodgers, C. (WA-R)_400659","Reichert, D. (WA-R)_400660","Moore, G. (WI-D)_400661","Matsui, D. (CA-D)_400663","Nolan, R. (MN-D)_408211","Shuster, B. (PA-R)_409888","Stockman, S. (TX-R)_410396","Campbell, J. (CA-R)_412011","Sires, A. (NJ-D)_412186","McNerney, J. (CA-D)_412189","McCarthy, K. (CA-R)_412190","Lamborn, D. (CO-R)_412191","Perlmutter, E. (CO-D)_412192","Courtney, J. (CT-D)_412193","Castor, K. (FL-D)_412195","Buchanan, V. (FL-R)_412196","Johnson, H. (GA-D)_412199","Roskam, P. (IL-R)_412202","Braley, B. (IA-D)_412208","Loebsack, D. (IA-D)_412209","Yarmuth, J. (KY-D)_412211","Sarbanes, J. (MD-D)_412212","Walberg, T. (MI-R)_412213","Walz, T. (MN-D)_412214","Ellison, K. (MN-D)_412215","Bachmann, M. (MN-R)_412216","Smith, A. (NE-R)_412217","Shea-Porter, C. (NH-D)_412219","Clarke, Y. (NY-D)_412221","Jordan, J. (OH-R)_412226","Cohen, S. (TN-D)_412236","Welch, P. (VT-D)_412239","Bilirakis, G. (FL-R)_412250","Broun, P. (GA-R)_412252","Tsongas, N. (MA-D)_412254","Wittman, R. (VA-R)_412255","Latta, R. (OH-R)_412256","Foster, B. (IL-D)_412257","Carson, A. (IN-D)_412258","Speier, J. (CA-D)_412259","Scalise, S. (LA-R)_412261","Edwards, D. (MD-D)_412263","Cassidy, B. (LA-R)_412269","Chaffetz, J. (UT-R)_412270","Coffman, M. (CO-R)_412271","Connolly, G. (VA-D)_412272","Fleming, J. (LA-R)_412275","Grayson, A. (FL-D)_412276","Guthrie, B. (KY-R)_412278","Harper, G. (MS-R)_412280","Himes, J. (CT-D)_412282","Hunter, D. (CA-R)_412283","Jenkins, L. (KS-R)_412284","Kirkpatrick, A. (AZ-D)_412286","Lance, L. (NJ-R)_412290","Luetkemeyer, B. (MO-R)_412292","Luján, B. (NM-D)_412293","Lummis, C. (WY-R)_412294","McClintock, T. (CA-R)_412295","Maffei, D. (NY-D)_412297","Olson, P. (TX-R)_412302","Paulsen, E. (MN-R)_412303","Peters, G. (MI-D)_412305","Pierluisi, P. (PR-D)_412306","Pingree, C. (ME-D)_412307","Polis, J. (CO-D)_412308","Posey, B. (FL-R)_412309","Roe, D. (TN-R)_412310","Rooney, T. (FL-R)_412311","Sablan, G. (MP-I)_412312","Schock, A. (IL-R)_412314","Schrader, K. (OR-D)_412315","Thompson, G. (PA-R)_412317","Titus, D. (NV-D)_412318","Tonko, P. (NY-D)_412319","Fudge, M. (OH-D)_412327","Quigley, M. (IL-D)_412331","Chu, J. (CA-D)_412379","Garamendi, J. (CA-D)_412382","Owens, W. (NY-D)_412383","Deutch, T. (FL-D)_412385","Graves, T. (GA-R)_412388","Stutzman, M. (IN-R)_412392","Reed, T. (NY-R)_412393","Roby, M. (AL-R)_412394","Brooks, M. (AL-R)_412395","Sewell, T. (AL-D)_412396","Gosar, P. (AZ-R)_412397","Schweikert, D. (AZ-R)_412399","Crawford, E. (AR-R)_412400","Griffin, T. (AR-R)_412401","Womack, S. (AR-R)_412402","Denham, J. (CA-R)_412403","Bass, K. (CA-D)_412404","Tipton, S. (CO-R)_412405","Gardner, C. (CO-R)_412406","Carney, J. (DE-D)_412407","Southerland, S. (FL-R)_412408","Nugent, R. (FL-R)_412409","Webster, D. (FL-R)_412410","Ross, D. (FL-R)_412411","Wilson, F. (FL-D)_412412","Woodall, R. (GA-R)_412416","Scott, A. (GA-R)_412417","Hanabusa, C. (HI-D)_412418","Labrador, R. (ID-R)_412419","Kinzinger, A. (IL-R)_412421","Hultgren, R. (IL-R)_412422","Rokita, T. (IN-R)_412426","Bucshon, L. (IN-R)_412427","Young, T. (IN-R)_412428","Huelskamp, T. (KS-R)_412429","Yoder, K. (KS-R)_412430","Pompeo, M. (KS-R)_412431","Richmond, C. (LA-D)_412432","Harris, A. (MD-R)_412434","Keating, W. (MA-D)_412435","Benishek, D. (MI-R)_412436","Huizenga, B. (MI-R)_412437","Amash, J. (MI-R)_412438","Nunnelee, A. (MS-R)_412442","Palazzo, S. (MS-R)_412443","Hartzler, V. (MO-R)_412444","Long, B. (MO-R)_412445","Heck, J. (NV-R)_412446","Runyan, J. (NJ-R)_412449","Grimm, M. (NY-R)_412451","Gibson, C. (NY-R)_412453","Hanna, R. (NY-R)_412454","Ellmers, R. (NC-R)_412457","Johnson, B. (OH-R)_412460","Stivers, S. (OH-R)_412461","Renacci, J. (OH-R)_412462","Gibbs, B. (OH-R)_412463","Lankford, J. (OK-R)_412464","Kelly, M. (PA-R)_412465","Meehan, P. (PA-R)_412466","Marino, T. (PA-R)_412468","Barletta, L. (PA-R)_412469","Cicilline, D. (RI-D)_412470","Duncan, J. (SC-R)_412472","Gowdy, T. (SC-R)_412473","Mulvaney, M. (SC-R)_412474","Noem, K. (SD-R)_412475","Fleischmann, C. (TN-R)_412476","DesJarlais, S. (TN-R)_412477","Black, D. (TN-R)_412478","Fincher, S. (TN-R)_412479","Flores, B. (TX-R)_412480","Farenthold, B. (TX-R)_412482","Rigell, E. (VA-R)_412483","Hurt, R. (VA-R)_412484","Griffith, H. (VA-R)_412485","Herrera Beutler, J. (WA-R)_412486","McKinley, D. (WV-R)_412487","Duffy, S. (WI-R)_412488","Ribble, R. (WI-R)_412489","Hahn, J. (CA-D)_412498","Amodei, M. (NV-R)_412500","Bonamici, S. (OR-D)_412501","Barber, R. (AZ-D)_412502","Massie, T. (KY-R)_412503","DelBene, S. (WA-D)_412505","Payne, D. (NJ-D)_412506","Cotton, T. (AR-R)_412508","Sinema, K. (AZ-D)_412509","LaMalfa, D. (CA-R)_412510","Huffman, J. (CA-D)_412511","Bera, A. (CA-D)_412512","Cook, P. (CA-R)_412513","Swalwell, E. (CA-D)_412514","Valadao, D. (CA-R)_412515","Brownley, J. (CA-D)_412516","Cárdenas, T. (CA-D)_412517","Negrete McLeod, G. (CA-D)_412518","Ruiz, R. (CA-D)_412519","Takano, M. (CA-D)_412520","Lowenthal, A. (CA-D)_412521","Vargas, J. (CA-D)_412522","Peters, S. (CA-D)_412523","Esty, E. (CT-D)_412524","Yoho, T. (FL-R)_412525","DeSantis, R. (FL-R)_412526","Murphy, P. (FL-D)_412527","Radel, T. (FL-R)_412528","Frankel, L. (FL-D)_412529","Garcia, J. (FL-D)_412530","Collins, D. (GA-R)_412531","Gabbard, T. (HI-D)_412532","Duckworth, T. (IL-D)_412533","Schneider, B. (IL-D)_412534","Enyart, W. (IL-D)_412535","Davis, R. (IL-R)_412536","Bustos, C. (IL-D)_412537","Walorski, J. (IN-R)_412538","Brooks, S. (IN-R)_412539","Messer, L. (IN-R)_412540","Barr, G. (KY-R)_412541","Kennedy, J. (MA-D)_412543","Delaney, J. (MD-D)_412544","Kildee, D. (MI-D)_412546","Bentivolio, K. (MI-R)_412547","Wagner, A. (MO-R)_412548","Daines, S. (MT-R)_412549","Hudson, R. (NC-R)_412550","Pittenger, R. (NC-R)_412551","Meadows, M. (NC-R)_412552","Holding, G. (NC-R)_412553","Cramer, K. (ND-R)_412555","Kuster, A. (NH-D)_412557","Lujan Grisham, M. (NM-D)_412558","Horsford, S. (NV-D)_412559","Meng, G. (NY-D)_412560","Jeffries, H. (NY-D)_412561","Maloney, S. (NY-D)_412562","Collins, C. (NY-R)_412563","Wenstrup, B. (OH-R)_412564","Beatty, J. (OH-D)_412565","Joyce, D. (OH-R)_412566","Bridenstine, J. (OK-R)_412567","Mullin, M. (OK-R)_412568","Perry, S. (PA-R)_412569","Rothfus, K. (PA-R)_412570","Cartwright, M. (PA-D)_412571","Rice, T. (SC-R)_412572","Weber, R. (TX-R)_412574","O'Rourke, B. (TX-D)_412575","Castro, J. (TX-D)_412576","Gallego, P. (TX-D)_412577","Williams, R. (TX-R)_412578","Veasey, M. (TX-D)_412579","Vela, F. (TX-D)_412580","Stewart, C. (UT-R)_412581","Kilmer, D. (WA-D)_412583","Heck, D. (WA-D)_412584","Pocan, M. (WI-D)_412585","Kelly, R. (IL-D)_412595","Smith, J. (MO-R)_412596","McAllister, V. (LA-R)_412599","Clark, K. (MA-D)_412600","Byrne, B. (AL-R)_412601","Jolly, D. (FL-R)_412603","Clawson, C. (FL-R)_412604","Brat, D. (VA-R)_412605","Adams, A. (NC-D)_412607"
0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,-1,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,-1,0,-1,1,0,-1,0,0,0,0,0,0,1,1,-1,0,0,0,0,-1,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,1,0,0,0,0,-1,0,1,-1,0,1,0,-1,-1,0,-1,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,-1,0,0,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,1,0,0,0,-1,0,0,1,0,0,-1,1,0,-1,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,1,-1,0,0,1,0,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,-1,0,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
