"Abercrombie, N. (HI-D)_400001","Ackerman, G. (NY-D)_400003","Aderholt, R. (AL-R)_400004","Akin, W. (MO-R)_400005","Alexander, R. (LA-R)_400006","Allen, T. (ME-D)_400007","Andrews, R. (NJ-D)_400008","Baca, J. (CA-D)_400009","Bachus, S. (AL-R)_400010","Baird, B. (WA-D)_400011","Baker, R. (LA-R)_400012","Baldwin, T. (WI-D)_400013","Barrett, J. (SC-R)_400016","Bartlett, R. (MD-R)_400017","Barton, J. (TX-R)_400018","Bass, C. (NH-R)_400019","Beauprez, B. (CO-R)_400020","Becerra, X. (CA-D)_400021","Berkley, S. (NV-D)_400024","Berman, H. (CA-D)_400025","Berry, R. (AR-D)_400026","Biggert, J. (IL-R)_400027","Bilirakis, M. (FL-R)_400028","Bishop, R. (UT-R)_400029","Bishop, S. (GA-D)_400030","Bishop, T. (NY-D)_400031","Blackburn, M. (TN-R)_400032","Blumenauer, E. (OR-D)_400033","Blunt, R. (MO-R)_400034","Boehlert, S. (NY-R)_400035","Boehner, J. (OH-R)_400036","Bonilla, H. (TX-R)_400037","Bonner, J. (AL-R)_400038","Bono Mack, M. (CA-R)_400039","Boozman, J. (AR-R)_400040","Bordallo, M. (GU-D)_400041","Boswell, L. (IA-D)_400042","Boucher, F. (VA-D)_400043","Boyd, A. (FL-D)_400044","Bradley, J. (NH-R)_400045","Brady, K. (TX-R)_400046","Brady, R. (PA-D)_400047","Brown, C. (FL-D)_400048","Brown, H. (SC-R)_400049","Brown, S. (OH-D)_400050","Brown-Waite, V. (FL-R)_400051","Burgess, M. (TX-R)_400052","Burton, D. (IN-R)_400055","Buyer, S. (IN-R)_400056","Calvert, K. (CA-R)_400057","Camp, D. (MI-R)_400058","Cannon, C. (UT-R)_400059","Cantor, E. (VA-R)_400060","Capito, S. (WV-R)_400061","Capps, L. (CA-D)_400062","Capuano, M. (MA-D)_400063","Cardin, B. (MD-D)_400064","Cardoza, D. (CA-D)_400065","Carson, J. (IN-D)_400067","Carter, J. (TX-R)_400068","Case, E. (HI-D)_400069","Castle, M. (DE-R)_400070","Chabot, S. (OH-R)_400071","Chocola, C. (IN-R)_400072","Christensen, D. (VI-D)_400073","Clay, W. (MO-D)_400074","Clyburn, J. (SC-D)_400075","Coble, H. (NC-R)_400076","Cole, T. (OK-R)_400077","Conyers, J. (MI-D)_400080","Cooper, J. (TN-D)_400081","Costello, J. (IL-D)_400082","Cox, C. (CA-R)_400083","Cramer, R. (AL-D)_400084","Crenshaw, A. (FL-R)_400086","Crowley, J. (NY-D)_400087","Cubin, B. (WY-R)_400088","Culberson, J. (TX-R)_400089","Cummings, E. (MD-D)_400090","Cunningham, R. (CA-R)_400091","Davis, A. (AL-D)_400092","Davis, D. (IL-D)_400093","Davis, J. (FL-D)_400094","Davis, J. (VA-R)_400095","Davis, L. (TN-D)_400096","Davis, S. (CA-D)_400097","Davis, T. (VA-R)_400098","Deal, N. (GA-R)_400099","DeFazio, P. (OR-D)_400100","DeGette, D. (CO-D)_400101","Delahunt, W. (MA-D)_400102","DeLauro, R. (CT-D)_400103","DeLay, T. (TX-R)_400104","Diaz-Balart, L. (FL-R)_400107","Diaz-Balart, M. (FL-R)_400108","Dicks, N. (WA-D)_400109","Dingell, J. (MI-D)_400110","Doggett, L. (TX-D)_400111","Doolittle, J. (CA-R)_400113","Doyle, M. (PA-D)_400114","Dreier, D. (CA-R)_400115","Duncan, J. (TN-R)_400116","Edwards, T. (TX-D)_400118","Ehlers, V. (MI-R)_400119","Emanuel, R. (IL-D)_400120","Emerson, J. (MO-R)_400121","Engel, E. (NY-D)_400122","English, P. (PA-R)_400123","Eshoo, A. (CA-D)_400124","Etheridge, B. (NC-D)_400125","Evans, L. (IL-D)_400126","Everett, T. (AL-R)_400127","Faleomavaega, E. (AS-D)_400128","Farr, S. (CA-D)_400129","Fattah, C. (PA-D)_400130","Feeney, T. (FL-R)_400131","Ferguson, M. (NJ-R)_400132","Filner, B. (CA-D)_400133","Flake, J. (AZ-R)_400134","Foley, M. (FL-R)_400136","Forbes, J. (VA-R)_400137","Ford, H. (TN-D)_400138","Fossella, V. (NY-R)_400139","Frank, B. (MA-D)_400140","Franks, T. (AZ-R)_400141","Frelinghuysen, R. (NJ-R)_400142","Gallegly, E. (CA-R)_400144","Garrett, S. (NJ-R)_400145","Gerlach, J. (PA-R)_400147","Gibbons, J. (NV-R)_400148","Gilchrest, W. (MD-R)_400149","Gillmor, P. (OH-R)_400150","Gingrey, P. (GA-R)_400151","Gonzalez, C. (TX-D)_400152","Goode, V. (VA-R)_400153","Goodlatte, B. (VA-R)_400154","Gordon, B. (TN-D)_400155","Granger, K. (TX-R)_400157","Graves, S. (MO-R)_400158","Green, M. (WI-R)_400159","Green, G. (TX-D)_400160","Grijalva, R. (AZ-D)_400162","Gutiérrez, L. (IL-D)_400163","Gutknecht, G. (MN-R)_400164","Hall, R. (TX-R)_400165","Harman, J. (CA-D)_400166","Harris, K. (FL-R)_400167","Hart, M. (PA-R)_400168","Hastert, J. (IL-R)_400169","Hastings, A. (FL-D)_400170","Hastings, D. (WA-R)_400171","Hayes, R. (NC-R)_400172","Hayworth, J. (AZ-R)_400173","Hefley, J. (CO-R)_400174","Hensarling, J. (TX-R)_400175","Herger, W. (CA-R)_400176","Hinchey, M. (NY-D)_400178","Hinojosa, R. (TX-D)_400179","Hobson, D. (OH-R)_400180","Hoekstra, P. (MI-R)_400182","Holden, T. (PA-D)_400183","Holt, R. (NJ-D)_400184","Honda, M. (CA-D)_400185","Hooley, D. (OR-D)_400186","Hostettler, J. (IN-R)_400187","Hoyer, S. (MD-D)_400189","Hulshof, K. (MO-R)_400190","Hunter, D. (CA-R)_400191","Hyde, H. (IL-R)_400192","Inslee, J. (WA-D)_400193","Israel, S. (NY-D)_400195","Issa, D. (CA-R)_400196","Istook, E. (OK-R)_400197","Jackson, J. (IL-D)_400198","Jackson Lee, S. (TX-D)_400199","Jefferson, W. (LA-D)_400201","Jenkins, W. (TN-R)_400202","Johnson, E. (TX-D)_400204","Johnson, N. (CT-R)_400205","Johnson, S. (TX-R)_400206","Johnson, T. (IL-R)_400207","Jones, S. (OH-D)_400208","Jones, W. (NC-R)_400209","Kanjorski, P. (PA-D)_400210","Kaptur, M. (OH-D)_400211","Keller, R. (FL-R)_400212","Kelly, S. (NY-R)_400213","Kennedy, M. (MN-R)_400214","Kennedy, P. (RI-D)_400215","Kildee, D. (MI-D)_400216","Kilpatrick, C. (MI-D)_400217","Kind, R. (WI-D)_400218","King, P. (NY-R)_400219","King, S. (IA-R)_400220","Kingston, J. (GA-R)_400221","Kirk, M. (IL-R)_400222","Kline, J. (MN-R)_400224","Knollenberg, J. (MI-R)_400225","Kolbe, J. (AZ-R)_400226","Kucinich, D. (OH-D)_400227","LaHood, R. (IL-R)_400228","Langevin, J. (RI-D)_400230","Lantos, T. (CA-D)_400231","Larsen, R. (WA-D)_400232","Larson, J. (CT-D)_400233","Latham, T. (IA-R)_400234","LaTourette, S. (OH-R)_400235","Leach, J. (IA-R)_400236","Lee, B. (CA-D)_400237","Levin, S. (MI-D)_400238","Lewis, J. (CA-R)_400239","Lewis, J. (GA-D)_400240","Lewis, R. (KY-R)_400241","Linder, J. (GA-R)_400242","LoBiondo, F. (NJ-R)_400244","Lofgren, Z. (CA-D)_400245","Lowey, N. (NY-D)_400246","Lucas, F. (OK-R)_400247","Lynch, S. (MA-D)_400249","Maloney, C. (NY-D)_400251","Manzullo, D. (IL-R)_400252","Markey, E. (MA-D)_400253","Marshall, J. (GA-D)_400254","Matheson, J. (UT-D)_400255","McCarthy, C. (NY-D)_400257","McCollum, B. (MN-D)_400259","McCotter, T. (MI-R)_400260","McCrery, J. (LA-R)_400261","McDermott, J. (WA-D)_400262","McGovern, J. (MA-D)_400263","McHugh, J. (NY-R)_400264","McIntyre, M. (NC-D)_400266","McKeon, H. (CA-R)_400267","McNulty, M. (NY-D)_400268","Meehan, M. (MA-D)_400269","Meek, K. (FL-D)_400270","Meeks, G. (NY-D)_400271","Menéndez, R. (NJ-D)_400272","Mica, J. (FL-R)_400273","Michaud, M. (ME-D)_400274","Millender-McDonald, J. (CA-D)_400275","Miller, C. (MI-R)_400276","Miller, G. (CA-R)_400277","Miller, G. (CA-D)_400278","Miller, J. (FL-R)_400279","Miller, R. (NC-D)_400280","Mollohan, A. (WV-D)_400281","Moore, D. (KS-D)_400282","Moran, J. (VA-D)_400283","Moran, J. (KS-R)_400284","Murphy, T. (PA-R)_400285","Murtha, J. (PA-D)_400286","Musgrave, M. (CO-R)_400287","Myrick, S. (NC-R)_400288","Nadler, J. (NY-D)_400289","Napolitano, G. (CA-D)_400290","Neal, R. (MA-D)_400291","Ney, R. (OH-R)_400293","Northup, A. (KY-R)_400294","Norton, E. (DC-D)_400295","Norwood, C. (GA-R)_400296","Nunes, D. (CA-R)_400297","Nussle, J. (IA-R)_400298","Oberstar, J. (MN-D)_400299","Obey, D. (WI-D)_400300","Olver, J. (MA-D)_400301","Ortiz, S. (TX-D)_400302","Osborne, T. (NE-R)_400303","Otter, C. (ID-R)_400305","Owens, M. (NY-D)_400306","Oxley, M. (OH-R)_400307","Pallone, F. (NJ-D)_400308","Pascrell, B. (NJ-D)_400309","Pastor, E. (AZ-D)_400310","Paul, R. (TX-R)_400311","Payne, D. (NJ-D)_400312","Pearce, S. (NM-R)_400313","Pelosi, N. (CA-D)_400314","Pence, M. (IN-R)_400315","Peterson, C. (MN-D)_400316","Peterson, J. (PA-R)_400317","Petri, T. (WI-R)_400318","Pickering, C. (MS-R)_400319","Pitts, J. (PA-R)_400320","Platts, T. (PA-R)_400321","Pombo, R. (CA-R)_400322","Pomeroy, E. (ND-D)_400323","Porter, J. (NV-R)_400324","Portman, R. (OH-R)_400325","Price, D. (NC-D)_400326","Pryce, D. (OH-R)_400327","Putnam, A. (FL-R)_400328","Radanovich, G. (CA-R)_400330","Rahall, N. (WV-D)_400331","Ramstad, J. (MN-R)_400332","Rangel, C. (NY-D)_400333","Regula, R. (OH-R)_400334","Rehberg, D. (MT-R)_400335","Renzi, R. (AZ-R)_400336","Reyes, S. (TX-D)_400337","Reynolds, T. (NY-R)_400338","Rogers, H. (KY-R)_400340","Rogers, M. (AL-R)_400341","Rogers, M. (MI-R)_400342","Rohrabacher, D. (CA-R)_400343","Ros-Lehtinen, I. (FL-R)_400344","Ross, M. (AR-D)_400345","Rothman, S. (NJ-D)_400346","Roybal-Allard, L. (CA-D)_400347","Royce, E. (CA-R)_400348","Ruppersberger, C. (MD-D)_400349","Rush, B. (IL-D)_400350","Ryan, P. (WI-R)_400351","Ryan, T. (OH-D)_400352","Ryun, J. (KS-R)_400353","Sabo, M. (MN-D)_400354","Sánchez, L. (CA-D)_400355","Sanchez, L. (CA-D)_400356","Sanders, B. (VT-I)_400357","Saxton, H. (NJ-R)_400359","Schakowsky, J. (IL-D)_400360","Schiff, A. (CA-D)_400361","Scott, D. (GA-D)_400363","Scott, R. (VA-D)_400364","Sensenbrenner, F. (WI-R)_400365","Serrano, J. (NY-D)_400366","Sessions, P. (TX-R)_400367","Shadegg, J. (AZ-R)_400368","Shaw, E. (FL-R)_400369","Shays, C. (CT-R)_400370","Sherman, B. (CA-D)_400371","Sherwood, D. (PA-R)_400372","Shimkus, J. (IL-R)_400373","Simmons, R. (CT-R)_400375","Simpson, M. (ID-R)_400376","Skelton, I. (MO-D)_400377","Slaughter, L. (NY-D)_400378","Smith, A. (WA-D)_400379","Smith, C. (NJ-R)_400380","Smith, L. (TX-R)_400381","Snyder, V. (AR-D)_400383","Solis, H. (CA-D)_400384","Souder, M. (IN-R)_400385","Spratt, J. (SC-D)_400386","Stark, F. (CA-D)_400387","Stearns, C. (FL-R)_400388","Strickland, T. (OH-D)_400390","Stupak, B. (MI-D)_400391","Sullivan, J. (OK-R)_400392","Sweeney, J. (NY-R)_400393","Tancredo, T. (CO-R)_400394","Tanner, J. (TN-D)_400395","Tauscher, E. (CA-D)_400396","Taylor, C. (NC-R)_400398","Taylor, G. (MS-D)_400399","Terry, L. (NE-R)_400400","Thomas, W. (CA-R)_400401","Thompson, B. (MS-D)_400402","Thompson, M. (CA-D)_400403","Thornberry, M. (TX-R)_400404","Tiahrt, T. (KS-R)_400405","Tiberi, P. (OH-R)_400406","Tierney, J. (MA-D)_400407","Towns, E. (NY-D)_400409","Turner, M. (OH-R)_400411","Udall, M. (CO-D)_400412","Udall, T. (NM-D)_400413","Upton, F. (MI-R)_400414","Van Hollen, C. (MD-D)_400415","Velázquez, N. (NY-D)_400416","Visclosky, P. (IN-D)_400417","Walden, G. (OR-R)_400419","Walsh, J. (NY-R)_400420","Wamp, Z. (TN-R)_400421","Waters, M. (CA-D)_400422","Watson, D. (CA-D)_400423","Watt, M. (NC-D)_400424","Waxman, H. (CA-D)_400425","Weiner, A. (NY-D)_400426","Weldon, D. (FL-R)_400427","Weldon, W. (PA-R)_400428","Weller, G. (IL-R)_400429","Wexler, R. (FL-D)_400430","Whitfield, E. (KY-R)_400431","Wicker, R. (MS-R)_400432","Wilson, J. (SC-R)_400433","Wilson, H. (NM-R)_400434","Wolf, F. (VA-R)_400435","Woolsey, L. (CA-D)_400436","Wu, D. (OR-D)_400437","Wynn, A. (MD-D)_400438","Young, C. (FL-R)_400439","Young, D. (AK-R)_400440","Neugebauer, R. (TX-R)_400441","Chandler, B. (KY-D)_400442","Herseth Sandlin, S. (SD-D)_400443","McKinney, C. (GA-D)_400513","Bilbray, B. (CA-R)_400570","Butterfield, G. (NC-D)_400616","Lungren, D. (CA-R)_400617","Costa, J. (CA-D)_400618","Salazar, J. (CO-D)_400620","Mack, C. (FL-R)_400622","Wasserman Schultz, D. (FL-D)_400623","Price, T. (GA-R)_400626","Westmoreland, L. (GA-R)_400627","Barrow, J. (GA-D)_400628","Lipinski, D. (IL-D)_400630","Bean, M. (IL-D)_400631","Sodrel, M. (IN-R)_400632","Davis, G. (KY-R)_400633","Jindal, B. (LA-R)_400634","Melancon, C. (LA-D)_400635","Boustany, C. (LA-R)_400636","Schwarz, J. (MI-R)_400637","Carnahan, R. (MO-D)_400638","Cleaver, E. (MO-D)_400639","Fortenberry, J. (NE-R)_400640","Higgins, B. (NY-D)_400641","Kuhl, J. (NY-R)_400642","Foxx, V. (NC-R)_400643","McHenry, P. (NC-R)_400644","Boren, D. (OK-D)_400645","Fitzpatrick, M. (PA-R)_400646","Schwartz, A. (PA-D)_400647","Dent, C. (PA-R)_400648","Inglis, B. (SC-R)_400649","Gohmert, L. (TX-R)_400651","Poe, T. (TX-R)_400652","Green, A. (TX-D)_400653","McCaul, M. (TX-R)_400654","Conaway, K. (TX-R)_400655","Marchant, K. (TX-R)_400656","Cuellar, H. (TX-D)_400657","Drake, T. (VA-R)_400658","McMorris Rodgers, C. (WA-R)_400659","Reichert, D. (WA-R)_400660","Moore, G. (WI-D)_400661","Fortuño, L. (PR-R)_400662","Matsui, D. (CA-D)_400663","Shuster, B. (PA-R)_409888","Schmidt, J. (OH-R)_412010","Campbell, J. (CA-R)_412011","Sekula-Gibbs, S. (TX-R)_412185","Sires, A. (NJ-D)_412186"
0,1,0,-1,0,1,0,0,0,0,-1,1,-1,0,-1,0,-1,0,0,1,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,-1,0,0,-1,-1,0,1,1,0,0,1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,-1,0,0,1,1,-1,0,-1,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,-1,0,-1,0,0,1,-1,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,-1,1,1,0,0,0,-1,-1,0,-1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,1,0,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,-1,0,0,0,0,1,0,0,-1,0,0,1,0,1,-1,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,1,1,-1,0,0,0,0,-1,0,1,0,1,0,1,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,-1,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,-1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,-1,-1,0,0,0,0,0,-1,1,-1,0,-1,0,0,0,1,1,0,0,0,-1,0,1,-1,1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,-1,-1,0,1,1,1,0,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,0,0,0,0,0,1,0,-1,0,1,1,1,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,1,-1,0,0,-1,0,0,0,0,-1,0,-1,-1,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,1,0,0,-1,0,1,0,0,-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,0,0,0,0,-1,-1,0,-1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,1,0,0,1,1,0,-1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,-1,1,-1,1,0,0,1,0,0,0,-1,-1,1,1,1,0,0,0,-1,0,0,0,0,1,0,0,-1,1,0,1,0,0,-1,0,-1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,-1,0,1,0,0,0,1,1,0,0,-1,1,-1,-1,0,0,1,0,0,0,-1,0,1,0,0,-1,0,1,-1,0,0,-1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,1,-1,-1,0,0,0,-1,0,-1,0,-1,0,0,0,0,1,0,-1,-1,0,0,1,0,-1,-1,-1,0,-1,-1,-1,0,0,-1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,-1,-1,0,1,0,0,-1,1,0,0,0,0,-1,0,-1,0,0,0,1,0,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,1,0,0,1,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,-1,0,0,0,0,0,-1,1,0,-1,-1,0,0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,-1,1,0,-1,0,-1,0,0,-1,-1,0,0,-1,-1,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,-1,0,-1,0,0,0,0,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,1,-1,-1,0,-1,0,1,0,0,-1,0,1,0,0,0,-1,0,-1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,0,0,0
-1,-1,0,0,0,-1,-1,-1,0,-1,0,-1,1,1,0,0,0,-1,-1,-1,0,0,0,1,0,-1,1,-1,1,0,0,0,0,0,0,-1,-1,-1,0,0,0,-1,-1,0,-1,0,0,1,0,0,0,0,1,0,-1,-1,-1,0,-1,1,-1,0,1,1,-1,-1,-1,0,1,-1,0,0,0,0,0,-1,1,1,-1,0,-1,-1,-1,0,0,-1,0,1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,-1,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,1,0,-1,1,0,1,-1,0,-1,1,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,0,1,0,0,1,1,-1,-1,0,0,0,-1,-1,-1,1,-1,0,0,0,-1,-1,0,1,-1,-1,-1,0,-1,0,1,0,-1,0,0,-1,0,0,1,-1,-1,-1,-1,0,1,1,0,1,0,0,-1,0,-1,-1,-1,-1,0,0,0,-1,-1,0,-1,1,0,0,-1,-1,0,-1,-1,1,-1,0,0,-1,-1,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,0,-1,0,-1,-1,0,0,0,1,1,-1,-1,-1,0,0,-1,1,0,0,-1,0,-1,0,0,0,-1,0,-1,-1,-1,0,-1,0,-1,1,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,-1,0,-1,0,-1,0,1,0,-1,-1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,-1,1,-1,-1,0,0,1,0,-1,0,0,0,0,-1,-1,0,1,0,-1,-1,0,-1,-1,0,-1,-1,0,0,0,1,-1,-1,-1,-1,-1,1,0,0,-1,0,1,1,0,0,-1,-1,-1,0,0,1,0,-1,-1,0,-1,0,0,0,0,-1,1,1,0,0,0,1,0,0,0,0,0,-1,-1,0,-1,0,1,1,0,0,-1,0,0,1,0,-1,0,1,1,0,0,0,0,-1,0,-1,0,0,0,0,0
0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,0,0,0
1,0,-1,-1,0,0,0,0,0,0,-1,1,-1,-1,-1,0,-1,0,0,1,0,0,0,-1,0,1,-1,1,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,-1,-1,-1,-1,0,0,-1,-1,0,1,1,1,0,0,-1,0,0,-1,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,1,0,-1,0,1,1,1,-1,0,-1,0,0,1,-1,1,0,-1,0,0,1,0,0,0,1,0,0,0,0,1,1,-1,0,1,-1,0,-1,0,0,1,-1,0,0,-1,0,0,0,0,-1,0,-1,-1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,1,0,0,-1,0,1,1,0,-1,0,0,0,0,1,0,-1,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,1,1,0,0,0,-1,-1,0,-1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,-1,0,0,1,0,1,0,-1,1,0,0,1,1,0,-1,1,1,0,0,-1,1,1,0,0,0,0,1,0,0,-1,1,-1,1,0,1,0,0,0,0,-1,-1,1,1,1,0,0,0,-1,0,0,0,0,1,0,0,-1,0,0,1,0,0,-1,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,1,1,-1,0,0,0,1,-1,1,1,0,1,0,1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,1,0,-1,0,1,-1,0,1,-1,1,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,1,0,0,0,1,0,1,0,0,0,0,-1,0,0,0,1,0,-1,0,0,1,0,-1,-1,0,0,1,0,1,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,-1,-1,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,0,-1,-1,0,0,0,0,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,-1,0,0
