"Abercrombie, N. (HI-D)_400001","Ackerman, G. (NY-D)_400003","Aderholt, R. (AL-R)_400004","Akin, W. (MO-R)_400005","Alexander, R. (LA-R)_400006","Andrews, R. (NJ-D)_400008","Baca, J. (CA-D)_400009","Bachus, S. (AL-R)_400010","Baird, B. (WA-D)_400011","Baldwin, T. (WI-D)_400013","Barrett, J. (SC-R)_400016","Bartlett, R. (MD-R)_400017","Barton, J. (TX-R)_400018","Becerra, X. (CA-D)_400021","Berkley, S. (NV-D)_400024","Berman, H. (CA-D)_400025","Berry, R. (AR-D)_400026","Biggert, J. (IL-R)_400027","Bishop, R. (UT-R)_400029","Bishop, S. (GA-D)_400030","Bishop, T. (NY-D)_400031","Blackburn, M. (TN-R)_400032","Blumenauer, E. (OR-D)_400033","Blunt, R. (MO-R)_400034","Boehner, J. (OH-R)_400036","Bonner, J. (AL-R)_400038","Bono Mack, M. (CA-R)_400039","Boozman, J. (AR-R)_400040","Bordallo, M. (GU-D)_400041","Boswell, L. (IA-D)_400042","Boucher, F. (VA-D)_400043","Boyd, A. (FL-D)_400044","Brady, K. (TX-R)_400046","Brady, R. (PA-D)_400047","Brown, C. (FL-D)_400048","Brown, H. (SC-R)_400049","Brown-Waite, V. (FL-R)_400051","Burgess, M. (TX-R)_400052","Burton, D. (IN-R)_400055","Buyer, S. (IN-R)_400056","Calvert, K. (CA-R)_400057","Camp, D. (MI-R)_400058","Cantor, E. (VA-R)_400060","Capito, S. (WV-R)_400061","Capps, L. (CA-D)_400062","Capuano, M. (MA-D)_400063","Cardoza, D. (CA-D)_400065","Carter, J. (TX-R)_400068","Castle, M. (DE-R)_400070","Christensen, D. (VI-D)_400073","Clay, W. (MO-D)_400074","Clyburn, J. (SC-D)_400075","Coble, H. (NC-R)_400076","Cole, T. (OK-R)_400077","Conyers, J. (MI-D)_400080","Cooper, J. (TN-D)_400081","Costello, J. (IL-D)_400082","Crenshaw, A. (FL-R)_400086","Crowley, J. (NY-D)_400087","Culberson, J. (TX-R)_400089","Cummings, E. (MD-D)_400090","Davis, A. (AL-D)_400092","Davis, D. (IL-D)_400093","Davis, L. (TN-D)_400096","Davis, S. (CA-D)_400097","Deal, N. (GA-R)_400099","DeFazio, P. (OR-D)_400100","DeGette, D. (CO-D)_400101","Delahunt, W. (MA-D)_400102","DeLauro, R. (CT-D)_400103","Diaz-Balart, L. (FL-R)_400107","Diaz-Balart, M. (FL-R)_400108","Dicks, N. (WA-D)_400109","Dingell, J. (MI-D)_400110","Doggett, L. (TX-D)_400111","Doyle, M. (PA-D)_400114","Dreier, D. (CA-R)_400115","Duncan, J. (TN-R)_400116","Edwards, T. (TX-D)_400118","Ehlers, V. (MI-R)_400119","Emerson, J. (MO-R)_400121","Engel, E. (NY-D)_400122","Eshoo, A. (CA-D)_400124","Etheridge, B. (NC-D)_400125","Faleomavaega, E. (AS-D)_400128","Farr, S. (CA-D)_400129","Fattah, C. (PA-D)_400130","Filner, B. (CA-D)_400133","Flake, J. (AZ-R)_400134","Forbes, J. (VA-R)_400137","Frank, B. (MA-D)_400140","Franks, T. (AZ-R)_400141","Frelinghuysen, R. (NJ-R)_400142","Gallegly, E. (CA-R)_400144","Garrett, S. (NJ-R)_400145","Gerlach, J. (PA-R)_400147","Gingrey, P. (GA-R)_400151","Gonzalez, C. (TX-D)_400152","Goodlatte, B. (VA-R)_400154","Gordon, B. (TN-D)_400155","Granger, K. (TX-R)_400157","Graves, S. (MO-R)_400158","Green, G. (TX-D)_400160","Grijalva, R. (AZ-D)_400162","Gutiérrez, L. (IL-D)_400163","Hall, R. (TX-R)_400165","Harman, J. (CA-D)_400166","Hastings, A. (FL-D)_400170","Hastings, D. (WA-R)_400171","Hensarling, J. (TX-R)_400175","Herger, W. (CA-R)_400176","Hill, B. (IN-D)_400177","Hinchey, M. (NY-D)_400178","Hinojosa, R. (TX-D)_400179","Hoekstra, P. (MI-R)_400182","Holden, T. (PA-D)_400183","Holt, R. (NJ-D)_400184","Honda, M. (CA-D)_400185","Hoyer, S. (MD-D)_400189","Inslee, J. (WA-D)_400193","Israel, S. (NY-D)_400195","Issa, D. (CA-R)_400196","Jackson, J. (IL-D)_400198","Jackson Lee, S. (TX-D)_400199","Johnson, E. (TX-D)_400204","Johnson, S. (TX-R)_400206","Johnson, T. (IL-R)_400207","Jones, W. (NC-R)_400209","Kanjorski, P. (PA-D)_400210","Kaptur, M. (OH-D)_400211","Kennedy, P. (RI-D)_400215","Kildee, D. (MI-D)_400216","Kilpatrick, C. (MI-D)_400217","Kind, R. (WI-D)_400218","King, P. (NY-R)_400219","King, S. (IA-R)_400220","Kingston, J. (GA-R)_400221","Kirk, M. (IL-R)_400222","Kline, J. (MN-R)_400224","Kucinich, D. (OH-D)_400227","Langevin, J. (RI-D)_400230","Larsen, R. (WA-D)_400232","Larson, J. (CT-D)_400233","Latham, T. (IA-R)_400234","LaTourette, S. (OH-R)_400235","Lee, B. (CA-D)_400237","Levin, S. (MI-D)_400238","Lewis, J. (CA-R)_400239","Lewis, J. (GA-D)_400240","Linder, J. (GA-R)_400242","LoBiondo, F. (NJ-R)_400244","Lofgren, Z. (CA-D)_400245","Lowey, N. (NY-D)_400246","Lucas, F. (OK-R)_400247","Lynch, S. (MA-D)_400249","Maloney, C. (NY-D)_400251","Manzullo, D. (IL-R)_400252","Markey, E. (MA-D)_400253","Marshall, J. (GA-D)_400254","Matheson, J. (UT-D)_400255","McCarthy, C. (NY-D)_400257","McCollum, B. (MN-D)_400259","McCotter, T. (MI-R)_400260","McDermott, J. (WA-D)_400262","McGovern, J. (MA-D)_400263","McHugh, J. (NY-R)_400264","McIntyre, M. (NC-D)_400266","McKeon, H. (CA-R)_400267","Meek, K. (FL-D)_400270","Meeks, G. (NY-D)_400271","Mica, J. (FL-R)_400273","Michaud, M. (ME-D)_400274","Miller, C. (MI-R)_400276","Miller, G. (CA-R)_400277","Miller, G. (CA-D)_400278","Miller, J. (FL-R)_400279","Miller, R. (NC-D)_400280","Mollohan, A. (WV-D)_400281","Moore, D. (KS-D)_400282","Moran, J. (VA-D)_400283","Moran, J. (KS-R)_400284","Murphy, T. (PA-R)_400285","Murtha, J. (PA-D)_400286","Myrick, S. (NC-R)_400288","Nadler, J. (NY-D)_400289","Napolitano, G. (CA-D)_400290","Neal, R. (MA-D)_400291","Norton, E. (DC-D)_400295","Nunes, D. (CA-R)_400297","Oberstar, J. (MN-D)_400299","Obey, D. (WI-D)_400300","Olver, J. (MA-D)_400301","Ortiz, S. (TX-D)_400302","Pallone, F. (NJ-D)_400308","Pascrell, B. (NJ-D)_400309","Pastor, E. (AZ-D)_400310","Paul, R. (TX-R)_400311","Payne, D. (NJ-D)_400312","Pelosi, N. (CA-D)_400314","Pence, M. (IN-R)_400315","Peterson, C. (MN-D)_400316","Petri, T. (WI-R)_400318","Pitts, J. (PA-R)_400320","Platts, T. (PA-R)_400321","Pomeroy, E. (ND-D)_400323","Price, D. (NC-D)_400326","Putnam, A. (FL-R)_400328","Radanovich, G. (CA-R)_400330","Rahall, N. (WV-D)_400331","Rangel, C. (NY-D)_400333","Rehberg, D. (MT-R)_400335","Reyes, S. (TX-D)_400337","Rodriguez, C. (TX-D)_400339","Rogers, H. (KY-R)_400340","Rogers, M. (AL-R)_400341","Rogers, M. (MI-R)_400342","Rohrabacher, D. (CA-R)_400343","Ros-Lehtinen, I. (FL-R)_400344","Ross, M. (AR-D)_400345","Rothman, S. (NJ-D)_400346","Roybal-Allard, L. (CA-D)_400347","Royce, E. (CA-R)_400348","Ruppersberger, C. (MD-D)_400349","Rush, B. (IL-D)_400350","Ryan, P. (WI-R)_400351","Ryan, T. (OH-D)_400352","Sánchez, L. (CA-D)_400355","Sanchez, L. (CA-D)_400356","Schakowsky, J. (IL-D)_400360","Schiff, A. (CA-D)_400361","Scott, D. (GA-D)_400363","Scott, R. (VA-D)_400364","Sensenbrenner, F. (WI-R)_400365","Serrano, J. (NY-D)_400366","Sessions, P. (TX-R)_400367","Shadegg, J. (AZ-R)_400368","Sherman, B. (CA-D)_400371","Shimkus, J. (IL-R)_400373","Simpson, M. (ID-R)_400376","Skelton, I. (MO-D)_400377","Slaughter, L. (NY-D)_400378","Smith, A. (WA-D)_400379","Smith, C. (NJ-R)_400380","Smith, L. (TX-R)_400381","Snyder, V. (AR-D)_400383","Solis, H. (CA-D)_400384","Souder, M. (IN-R)_400385","Spratt, J. (SC-D)_400386","Stark, F. (CA-D)_400387","Stearns, C. (FL-R)_400388","Stupak, B. (MI-D)_400391","Sullivan, J. (OK-R)_400392","Tanner, J. (TN-D)_400395","Tauscher, E. (CA-D)_400396","Taylor, G. (MS-D)_400399","Terry, L. (NE-R)_400400","Thompson, B. (MS-D)_400402","Thompson, M. (CA-D)_400403","Thornberry, M. (TX-R)_400404","Tiahrt, T. (KS-R)_400405","Tiberi, P. (OH-R)_400406","Tierney, J. (MA-D)_400407","Towns, E. (NY-D)_400409","Turner, M. (OH-R)_400411","Upton, F. (MI-R)_400414","Van Hollen, C. (MD-D)_400415","Velázquez, N. (NY-D)_400416","Visclosky, P. (IN-D)_400417","Walden, G. (OR-R)_400419","Wamp, Z. (TN-R)_400421","Waters, M. (CA-D)_400422","Watson, D. (CA-D)_400423","Watt, M. (NC-D)_400424","Waxman, H. (CA-D)_400425","Weiner, A. (NY-D)_400426","Wexler, R. (FL-D)_400430","Whitfield, E. (KY-R)_400431","Wilson, J. (SC-R)_400433","Wolf, F. (VA-R)_400435","Woolsey, L. (CA-D)_400436","Wu, D. (OR-D)_400437","Young, C. (FL-R)_400439","Young, D. (AK-R)_400440","Neugebauer, R. (TX-R)_400441","Chandler, B. (KY-D)_400442","Herseth Sandlin, S. (SD-D)_400443","Bilbray, B. (CA-R)_400570","Butterfield, G. (NC-D)_400616","Lungren, D. (CA-R)_400617","Costa, J. (CA-D)_400618","Salazar, J. (CO-D)_400620","Mack, C. (FL-R)_400622","Wasserman Schultz, D. (FL-D)_400623","Price, T. (GA-R)_400626","Westmoreland, L. (GA-R)_400627","Barrow, J. (GA-D)_400628","Lipinski, D. (IL-D)_400630","Bean, M. (IL-D)_400631","Davis, G. (KY-R)_400633","Melancon, C. (LA-D)_400635","Boustany, C. (LA-R)_400636","Carnahan, R. (MO-D)_400638","Cleaver, E. (MO-D)_400639","Fortenberry, J. (NE-R)_400640","Higgins, B. (NY-D)_400641","Foxx, V. (NC-R)_400643","McHenry, P. (NC-R)_400644","Boren, D. (OK-D)_400645","Schwartz, A. (PA-D)_400647","Dent, C. (PA-R)_400648","Inglis, B. (SC-R)_400649","Gohmert, L. (TX-R)_400651","Poe, T. (TX-R)_400652","Green, A. (TX-D)_400653","McCaul, M. (TX-R)_400654","Conaway, K. (TX-R)_400655","Marchant, K. (TX-R)_400656","Cuellar, H. (TX-D)_400657","McMorris Rodgers, C. (WA-R)_400659","Reichert, D. (WA-R)_400660","Moore, G. (WI-D)_400661","Matsui, D. (CA-D)_400663","Shuster, B. (PA-R)_409888","Schmidt, J. (OH-R)_412010","Campbell, J. (CA-R)_412011","Sires, A. (NJ-D)_412186","Mitchell, H. (AZ-D)_412187","Giffords, G. (AZ-D)_412188","McNerney, J. (CA-D)_412189","McCarthy, K. (CA-R)_412190","Lamborn, D. (CO-R)_412191","Perlmutter, E. (CO-D)_412192","Courtney, J. (CT-D)_412193","Murphy, C. (CT-D)_412194","Castor, K. (FL-D)_412195","Buchanan, V. (FL-R)_412196","Klein, R. (FL-D)_412198","Johnson, H. (GA-D)_412199","Hirono, M. (HI-D)_412200","Roskam, P. (IL-R)_412202","Hare, P. (IL-D)_412204","Donnelly, J. (IN-D)_412205","Ellsworth, B. (IN-D)_412206","Braley, B. (IA-D)_412208","Loebsack, D. (IA-D)_412209","Yarmuth, J. (KY-D)_412211","Sarbanes, J. (MD-D)_412212","Walz, T. (MN-D)_412214","Ellison, K. (MN-D)_412215","Bachmann, M. (MN-R)_412216","Smith, A. (NE-R)_412217","Heller, D. (NV-R)_412218","Shea-Porter, C. (NH-D)_412219","Hodes, P. (NH-D)_412220","Clarke, Y. (NY-D)_412221","Hall, J. (NY-D)_412222","Gillibrand, K. (NY-D)_412223","Arcuri, M. (NY-D)_412224","Shuler, H. (NC-D)_412225","Jordan, J. (OH-R)_412226","Wilson, C. (OH-D)_412227","Sutton, B. (OH-D)_412228","Space, Z. (OH-D)_412229","Fallin, M. (OK-R)_412230","Altmire, J. (PA-D)_412231","Sestak, J. (PA-D)_412232","Murphy, P. (PA-D)_412233","Carney, C. (PA-D)_412234","Cohen, S. (TN-D)_412236","Welch, P. (VT-D)_412239","Kagen, S. (WI-D)_412240","Bilirakis, G. (FL-R)_412250","Broun, P. (GA-R)_412252","Richardson, L. (CA-D)_412253","Tsongas, N. (MA-D)_412254","Wittman, R. (VA-R)_412255","Latta, R. (OH-R)_412256","Foster, B. (IL-D)_412257","Carson, A. (IN-D)_412258","Speier, J. (CA-D)_412259","Scalise, S. (LA-R)_412261","Childers, T. (MS-D)_412262","Edwards, D. (MD-D)_412263","Adler, J. (NJ-D)_412264","Austria, S. (OH-R)_412265","Boccieri, J. (OH-D)_412266","Bright, B. (AL-D)_412267","Cao, A. (LA-R)_412268","Cassidy, B. (LA-R)_412269","Chaffetz, J. (UT-R)_412270","Coffman, M. (CO-R)_412271","Connolly, G. (VA-D)_412272","Dahlkemper, K. (PA-D)_412273","Driehaus, S. (OH-D)_412274","Fleming, J. (LA-R)_412275","Grayson, A. (FL-D)_412276","Griffith, P. (AL-R)_412277","Guthrie, B. (KY-R)_412278","Halvorson, D. (IL-D)_412279","Harper, G. (MS-R)_412280","Heinrich, M. (NM-D)_412281","Himes, J. (CT-D)_412282","Hunter, D. (CA-R)_412283","Jenkins, L. (KS-R)_412284","Kilroy, M. (OH-D)_412285","Kirkpatrick, A. (AZ-D)_412286","Kissell, L. (NC-D)_412287","Kosmas, S. (FL-D)_412288","Kratovil, F. (MD-D)_412289","Lance, L. (NJ-R)_412290","Lee, C. (NY-R)_412291","Luetkemeyer, B. (MO-R)_412292","Luján, B. (NM-D)_412293","Lummis, C. (WY-R)_412294","McClintock, T. (CA-R)_412295","McMahon, M. (NY-D)_412296","Maffei, D. (NY-D)_412297","Markey, B. (CO-D)_412298","Massa, E. (NY-D)_412299","Minnick, W. (ID-D)_412300","Nye, G. (VA-D)_412301","Olson, P. (TX-R)_412302","Paulsen, E. (MN-R)_412303","Perriello, T. (VA-D)_412304","Peters, G. (MI-D)_412305","Pierluisi, P. (PR-D)_412306","Pingree, C. (ME-D)_412307","Polis, J. (CO-D)_412308","Posey, B. (FL-R)_412309","Roe, D. (TN-R)_412310","Rooney, T. (FL-R)_412311","Sablan, G. (MP-I)_412312","Schauer, M. (MI-D)_412313","Schock, A. (IL-R)_412314","Schrader, K. (OR-D)_412315","Teague, H. (NM-D)_412316","Thompson, G. (PA-R)_412317","Titus, D. (NV-D)_412318","Tonko, P. (NY-D)_412319","Fudge, M. (OH-D)_412327","Quigley, M. (IL-D)_412331","Murphy, S. (NY-D)_412332","Chu, J. (CA-D)_412379","Garamendi, J. (CA-D)_412382","Owens, W. (NY-D)_412383","Deutch, T. (FL-D)_412385","Critz, M. (PA-D)_412386","Djou, C. (HI-R)_412387","Graves, T. (GA-R)_412388","Stutzman, M. (IN-R)_412392","Reed, T. (NY-R)_412393"
0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
0,0,0,-1,0,1,0,0,0,0,-1,0,-1,0,1,1,0,0,-1,0,1,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-1,0,0,0,1,1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,1,0,1,1,-1,-1,-1,0,1,0,0,0,1,0,0,0,1,-1,0,0,0,-1,0,0,0,0,1,0,0,0,0,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,1,1,-1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,1,0,1,1,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,1,0,0,0,1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,-1,0,1,0,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,0,0,0,0,0,0,-1,0,0,0,1,-1,-1,0,0,0,0,-1,-1,0,-1,-1,-1,0,-1,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,1,1,0,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,1,1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,1,0,-1,-1,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-1,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
-1,-1,0,0,1,-1,-1,0,-1,-1,1,1,0,-1,-1,-1,0,0,1,0,-1,1,-1,1,1,1,0,1,-1,0,-1,0,1,-1,-1,1,0,0,1,0,1,0,1,0,-1,-1,0,1,0,-1,-1,0,0,1,-1,0,0,0,-1,1,-1,0,-1,0,-1,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,0,1,-1,1,0,0,1,0,1,-1,1,-1,0,1,-1,-1,-1,1,-1,-1,0,1,1,0,-1,-1,1,0,-1,-1,0,-1,-1,0,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,0,1,1,0,1,-1,-1,-1,0,0,0,-1,-1,0,-1,1,0,-1,-1,1,-1,-1,1,-1,0,0,-1,-1,0,-1,-1,0,0,0,-1,-1,0,-1,0,1,-1,1,-1,0,-1,-1,0,0,0,1,-1,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,0,1,0,0,1,0,0,-1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,1,1,-1,1,0,0,-1,-1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,-1,-1,0,1,0,-1,-1,0,0,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,0,0,1,0,0,0,-1,0,-1,0,0,-1,1,1,0,-1,0,0,0,0,-1,-1,0,-1,1,1,0,-1,0,0,1,0,-1,0,1,1,-1,0,0,-1,-1,0,1,1,-1,0,-1,-1,0,1,0,-1,-1,-1,0,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,0,-1,1,0,0,-1,-1,-1,-1,0,-1,0,1,0,-1,-1,1,0,-1,-1,0,-1,-1,-1,0,1,-1,-1,0,1,0,-1,-1,1,0,-1,0,0,0,0,0,0,1,1,-1,0,0,1,-1,0,0,0,0,-1,-1,1,0,-1,0,0,0,0,0,0,1,-1,1,1,-1,-1,0,-1,0,0,1,0,-1,-1,-1,-1,-1,1,1,0,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0
0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,-1,0,0,1,1,-1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,-1,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,-1,0,0,0,1,-1,0,0,0,0,0,1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,-1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-1,-1,-1,-1,-1,0,0,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,-1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,1,0,-1,0,0,0,0,1,0,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0
0,1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
