"Akaka, D. (HI-D)_300001","Boxer, B. (CA-D)_300011","Bunning, J. (KY-R)_300014","Campbell, B. (CO-R)_300017","Carper, T. (DE-D)_300019","Craig, L. (ID-R)_300029","DeWine, M. (OH-R)_300033","Dorgan, B. (ND-D)_300037","Durbin, R. (IL-D)_300038","Gregg, J. (NH-R)_300049","Inhofe, J. (OK-R)_300055","Jeffords, J. (VT-I)_300057","Johnson, T. (SD-D)_300058","Kyl, J. (AZ-R)_300062","Lott, T. (MS-R)_300069","Nelson, B. (FL-D)_300078","Roberts, P. (KS-R)_300083","Schumer, C. (NY-D)_300087","Snowe, O. (ME-R)_300091","Wyden, R. (OR-D)_300100","Smith, R. (NH-R)_300155","Torricelli, R. (NJ-D)_300156","Ackerman, G. (NY-D)_400003","Baker, R. (LA-R)_400012","Ballenger, C. (NC-R)_400015","Barton, J. (TX-R)_400018","Bereuter, D. (NE-R)_400023","Berman, H. (CA-D)_400025","Bilirakis, M. (FL-R)_400028","Boehlert, S. (NY-R)_400035","Boucher, F. (VA-D)_400043","Burton, D. (IN-R)_400055","Cardin, B. (MD-D)_400064","Coble, H. (NC-R)_400076","Combest, L. (TX-R)_400079","Conyers, J. (MI-D)_400080","Cooper, J. (TN-D)_400081","Costello, J. (IL-D)_400082","Crane, P. (IL-R)_400085","DeFazio, P. (OR-D)_400100","DeLay, T. (TX-R)_400104","Dicks, N. (WA-D)_400109","Dingell, J. (MI-D)_400110","Dreier, D. (CA-R)_400115","Evans, L. (IL-D)_400126","Frank, B. (MA-D)_400140","Frost, J. (TX-D)_400143","Gallegly, E. (CA-R)_400144","Gephardt, R. (MO-D)_400146","Gordon, B. (TN-D)_400155","Hall, R. (TX-R)_400165","Hastert, J. (IL-R)_400169","Hefley, J. (CO-R)_400174","Herger, W. (CA-R)_400176","Houghton, A. (NY-R)_400188","Hoyer, S. (MD-D)_400189","Hunter, D. (CA-R)_400191","Hyde, H. (IL-R)_400192","Johnson, N. (CT-R)_400205","Kanjorski, P. (PA-D)_400210","Kaptur, M. (OH-D)_400211","Kildee, D. (MI-D)_400216","Kleczka, G. (WI-D)_400223","Kolbe, J. (AZ-R)_400226","Lantos, T. (CA-D)_400231","Leach, J. (IA-R)_400236","Levin, S. (MI-D)_400238","Lewis, J. (CA-R)_400239","Lewis, J. (GA-D)_400240","Lipinski, W. (IL-D)_400243","Markey, E. (MA-D)_400253","Matsui, R. (CA-D)_400256","McCrery, J. (LA-R)_400261","Miller, G. (CA-D)_400278","Mollohan, A. (WV-D)_400281","Murtha, J. (PA-D)_400286","Oberstar, J. (MN-D)_400299","Obey, D. (WI-D)_400300","Ortiz, S. (TX-D)_400302","Owens, M. (NY-D)_400306","Oxley, M. (OH-R)_400307","Pelosi, N. (CA-D)_400314","Petri, T. (WI-R)_400318","Price, D. (NC-D)_400326","Rahall, N. (WV-D)_400331","Rangel, C. (NY-D)_400333","Regula, R. (OH-R)_400334","Rogers, H. (KY-R)_400340","Sabo, M. (MN-D)_400354","Saxton, H. (NJ-R)_400359","Sensenbrenner, F. (WI-R)_400365","Shaw, E. (FL-R)_400369","Shays, C. (CT-R)_400370","Shuster, E. (PA-R)_400374","Skelton, I. (MO-D)_400377","Slaughter, L. (NY-D)_400378","Smith, C. (NJ-R)_400380","Smith, L. (TX-R)_400381","Spratt, J. (SC-D)_400386","Stark, F. (CA-D)_400387","Stenholm, C. (TX-D)_400389","Tauzin, W. (LA-R)_400397","Thomas, W. (CA-R)_400401","Towns, E. (NY-D)_400409","Upton, F. (MI-R)_400414","Visclosky, P. (IN-D)_400417","Waxman, H. (CA-D)_400425","Weldon, W. (PA-R)_400428","Wolf, F. (VA-R)_400435","Young, C. (FL-R)_400439","Young, D. (AK-R)_400440","Callahan, H. (AL-R)_400500","Stump, R. (AZ-R)_400504","Morella, C. (MD-R)_400524","Bonior, D. (MI-D)_400527","Roukema, M. (NJ-R)_400533","Skeen, J. (NM-R)_400534","Gilman, B. (NY-R)_400536","LaFalce, J. (NY-D)_400537","Hall, T. (OH-D)_400538","Sawyer, T. (OH-D)_400539","Watkins, W. (OK-R)_400540","Borski, R. (PA-D)_400542","Coyne, W. (PA-D)_400543","Gekas, G. (PA-R)_400544","Clement, R. (TN-D)_400548","Armey, R. (TX-R)_400551","Hansen, J. (UT-R)_400552","Mack, C. (FL-R)_400562","Archer, B. (TX-R)_400567","Bateman, H. (VA-R)_400569","Bliley, T. (VA-R)_400571","Brown, G. (CA-D)_400572","Dixon, J. (CA-D)_400580","Gejdenson, S. (CT-D)_400585","Goodling, W. (PA-R)_400586","Kasich, J. (OH-R)_400590","Martínez, M. (CA-R)_400595","McCollum, B. (FL-R)_400596","Moakley, J. (MA-D)_400600","Packard, R. (CA-R)_400601","Pickett, O. (VA-D)_400603","Porter, J. (IL-R)_400604","Sisisky, N. (VA-D)_400609","Spence, F. (SC-R)_400610","Traficant, J. (OH-D)_400611","Vento, B. (MN-D)_400612","Wise, R. (WV-D)_400614","Lungren, D. (CA-R)_400617","Alexander, W. (AR-D)_400761","Anderson, G. (CA-D)_400844","Andrews, M. (TX-D)_400882","Annunzio, F. (IL-D)_400895","Anthony, B. (AR-D)_400898","Applegate, D. (OH-D)_400906","Aspin, L. (WI-D)_400967","Atkins, C. (MA-D)_400975","AuCoin, L. (OR-D)_400987","Badham, R. (CA-R)_401029","Barnard, D. (GA-D)_401155","Bartlett, H. (TX-R)_401203","Bates, J. (CA-D)_401231","Beilenson, A. (CA-D)_401310","Bennett, C. (FL-D)_401363","Bentley, H. (MD-R)_401383","Bevill, T. (AL-D)_401417","Biaggi, M. (NY-D)_401418","Bilbray, J. (NV-D)_401446","Blaz, B. (GU-R)_401526","Boggs, C. (LA-D)_401560","Boland, E. (MA-D)_401568","Boner, W. (TN-D)_401582","Bonker, D. (WA-D)_401585","Bosco, D. (CA-D)_401612","Boulter, E. (TX-R)_401628","Brennan, J. (ME-D)_401755","Brooks, J. (TX-D)_401837","Broomfield, W. (MI-R)_401847","Brown, G. (CO-R)_401874","Bruce, T. (IL-D)_401923","Bryant, J. (TX-D)_401947","Buechner, J. (MO-R)_401986","Burton, S. (CA-D)_402100","Bustamante, A. (TX-D)_402114","Byron, B. (MD-D)_402159","Carr, M. (MI-D)_402325","Chandler, R. (WA-R)_402435","Chapman, J. (TX-D)_402454","Chappell, W. (FL-D)_402463","Cheney, R. (WY-R)_402484","Clarke, J. (NC-D)_402600","Clay, W. (MO-D)_402626","Clinger, W. (PA-R)_402657","Coats, D. (IN-R)_402675","Coelho, A. (CA-D)_402710","Coleman, E. (MO-R)_402747","Coleman, R. (TX-D)_402750","Collins, C. (IL-D)_402763","Conte, S. (MA-R)_402833","Coughlin, R. (PA-R)_402926","Courter, J. (NJ-R)_402928","Crockett, G. (MI-D)_403031","Daniel, W. (VA-D)_403178","Dannemeyer, W. (CA-R)_403184","Darden, G. (GA-D)_403190","Daub, H. (NE-R)_403203","Davis, J. (IL-R)_403242","Davis, R. (MI-R)_403266","de la Garza, E. (TX-D)_403308","de Lugo, R. (VI-D)_403314","Dellums, R. (CA-D)_403364","Derrick, B. (SC-D)_403403","Dickinson, W. (AL-R)_403446","DioGuardi, J. (NY-R)_403476","Donnelly, B. (MA-D)_403529","Dornan, R. (CA-R)_403545","Dowdy, C. (MS-D)_403576","Downey, T. (NY-D)_403581","Duncan, J. (TN-R)_403641","Dwyer, B. (NJ-D)_403689","Dymally, M. (CA-D)_403695","Dyson, R. (MD-D)_403696","Early, J. (MA-D)_403709","Eckart, D. (OH-D)_403726","Edwards, M. (OK-R)_403769","Edwards, W. (CA-D)_403776","Emerson, N. (MO-R)_403864","English, G. (OK-D)_403873","Erdreich, B. (AL-D)_403888","Espy, A. (MS-D)_403904","Fascell, D. (FL-D)_404002","Fauntroy, W. (DC-D)_404006","Fawell, H. (IL-R)_404009","Fazio, V. (CA-D)_404013","Feighan, E. (OH-D)_404019","Fields, J. (TX-R)_404068","Fish, H. (NY-R)_404097","Flake, F. (NY-D)_404139","Flippo, R. (AL-D)_404163","Florio, J. (NJ-D)_404170","Foglietta, T. (PA-D)_404190","Foley, T. (WA-D)_404193","Ford, H. (TN-D)_404213","Ford, W. (MI-D)_404220","Frenzel, W. (MN-R)_404325","Fuster, J. (PR-D)_404376","Gallo, D. (NJ-R)_404401","Garcia, R. (NY-D)_404422","Gaydos, J. (PA-D)_404477","Gibbons, S. (FL-D)_404520","Gingrich, N. (GA-R)_404587","Glickman, D. (KS-D)_404602","González, H. (TX-D)_404634","Gradison, W. (OH-R)_404705","Grandy, F. (IA-R)_404723","Grant, J. (FL-R)_404733","Gray, K. (IL-D)_404750","Gray, W. (PA-D)_404752","Green, S. (NY-R)_404765","Guarini, F. (NJ-D)_404856","Gunderson, S. (WI-R)_404869","Hamilton, L. (IN-D)_404996","Hammerschmidt, J. (AR-R)_405006","Harris, C. (AL-D)_405114","Hatcher, C. (GA-D)_405209","Hawkins, A. (CA-D)_405236","Hayes, C. (IL-D)_405256","Hayes, J. (LA-R)_405258","Hefner, W. (NC-D)_405313","Henry, P. (MI-R)_405377","Hertel, D. (MI-D)_405409","Hiler, J. (IN-R)_405448","Hochbrueckner, G. (NY-D)_405524","Holloway, C. (LA-R)_405580","Hopkins, L. (KY-R)_405626","Horton, F. (NY-R)_405646","Howard, J. (NJ-D)_405687","Hubbard, C. (KY-D)_405724","Huckaby, T. (LA-D)_405747","Hughes, W. (NJ-D)_405775","Hutto, E. (FL-D)_405855","Ireland, A. (FL-R)_405887","Jacobs, A. (IN-D)_405939","Jenkins, E. (GA-D)_405985","Jones, E. (TN-D)_406111","Jones, W. (NC-D)_406148","Jontz, J. (IN-D)_406157","Kastenmeier, R. (WI-D)_406191","Kemp, J. (NY-R)_406255","Kennedy, J. (MA-D)_406277","Kennelly, B. (CT-D)_406284","Kolter, J. (PA-D)_406461","Konnyu, E. (CA-R)_406463","Kostmayer, P. (PA-D)_406473","Lagomarsino, R. (CA-R)_406530","Lancaster, H. (NC-D)_406554","Latta, D. (OH-R)_406622","Leath, J. (TX-D)_406682","Lehman, R. (CA-D)_406729","Lehman, W. (FL-D)_406730","Leland, G. (TX-D)_406740","Lent, N. (NY-R)_406746","Levine, M. (CA-D)_406765","Lewis, T. (FL-R)_406790","Lightfoot, J. (IA-R)_406799","Livingston, R. (LA-R)_406863","Lloyd, M. (TN-D)_406873","Lowery, W. (CA-R)_406968","Lowry, M. (WA-D)_406974","Luján, M. (NM-R)_406992","Luken, T. (OH-D)_406994","Lukens, D. (OH-R)_406995","MacKay, K. (FL-D)_407051","Madigan, E. (IL-R)_407069","Manton, T. (NY-D)_407141","Marlenee, R. (MT-R)_407162","Martin, D. (NY-R)_407196","Martin, L. (IL-R)_407215","Mavroules, N. (MA-D)_407282","Mazzoli, R. (KY-D)_407306","McCandless, A. (CA-R)_407320","McCloskey, F. (IN-D)_407351","McCurdy, D. (OK-D)_407399","McDade, J. (PA-R)_407400","McEwen, B. (OH-R)_407432","McGrath, R. (NY-R)_407457","McHugh, M. (NY-D)_407471","McKinney, S. (CT-R)_407519","McMillan, J. (NC-R)_407558","McMillen, C. (MD-D)_407564","Meyers, J. (KS-R)_407669","Mfume, K. (MD-D)_407672","Mica, D. (FL-D)_407673","Michel, R. (IL-R)_407676","Miller, C. (OH-R)_407700","Miller, J. (WA-R)_407721","Mineta, N. (CA-D)_407772","Molinari, G. (NY-R)_407816","Montgomery, G. (MS-D)_407838","Moody, J. (WI-D)_407853","Moorhead, C. (CA-R)_407899","Morrison, B. (CT-D)_407960","Morrison, S. (WA-R)_407967","Mrazek, R. (NY-D)_408023","Murphy, A. (PA-D)_408052","Myers, J. (IN-R)_408092","Nagle, D. (IA-D)_408097","Natcher, W. (KY-D)_408103","Neal, S. (NC-D)_408109","Nichols, W. (AL-D)_408180","Nielson, H. (UT-R)_408190","Nowak, H. (NY-D)_408244","Oakar, M. (OH-D)_408313","Olin, J. (VA-D)_408342","Owens, D. (UT-D)_408407","Panetta, L. (CA-D)_408457","Parris, S. (VA-R)_408490","Pashayan, C. (CA-R)_408506","Patterson, E. (SC-D)_408520","Payne, L. (VA-D)_408556","Pease, D. (OH-D)_408575","Penny, T. (MN-D)_408618","Pepper, C. (FL-D)_408621","Perkins, C. (KY-D)_408632","Pickle, J. (TX-D)_408725","Price, C. (IL-D)_408907","Pursell, C. (MI-R)_408957","Quillen, J. (TN-R)_408976","Ravenel, A. (SC-R)_409052","Ray, R. (GA-D)_409060","Rhodes, J. (AZ-R)_409165","Richardson, W. (NM-D)_409205","Ridge, T. (PA-R)_409219","Rinaldo, M. (NJ-R)_409237","Ritter, D. (PA-R)_409251","Robinson, T. (AR-R)_409325","Rodino, P. (NJ-D)_409344","Roe, R. (NJ-D)_409353","Roemer, C. (LA-D)_409354","Rose, C. (NC-D)_409400","Rostenkowski, D. (IL-D)_409422","Roth, T. (WI-R)_409423","Rowland, J. (GA-D)_409442","Rowland, J. (CT-R)_409443","Roybal, E. (CA-D)_409446","Russo, M. (IL-D)_409500","Saiki, P. (HI-R)_409534","Savage, G. (IL-D)_409593","Schaefer, D. (CO-R)_409618","Scheuer, J. (NY-D)_409632","Schneider, C. (RI-R)_409644","Schroeder, P. (CO-D)_409650","Schuette, B. (MI-R)_409651","Schulze, R. (PA-R)_409654","Sharp, P. (IN-D)_409793","Shumway, N. (CA-R)_409887","Sikorski, G. (MN-D)_409901","Skaggs, D. (CO-D)_409954","Slattery, J. (KS-D)_409966","Slaughter, D. (VA-R)_409968","Smith, D. (OR-R)_410010","Smith, L. (FL-D)_410066","Smith, N. (IA-D)_410076","Smith, R. (OR-R)_410084","Smith, V. (NE-R)_410097","Solarz, S. (NY-D)_410145","Solomon, G. (NY-R)_410147","St. Germain, F. (RI-D)_410231","Staggers, H. (WV-D)_410245","Stallings, R. (ID-D)_410251","Stangeland, A. (MN-R)_410261","Stokes, L. (OH-D)_410407","Stratton, S. (NY-D)_410455","Studds, G. (MA-D)_410496","Sundquist, D. (TN-R)_410529","Sunia, F. (AS-D)_410531","Sweeney, D. (TX-R)_410553","Swift, A. (WA-D)_410567","Swindall, P. (GA-R)_410574","Synar, M. (OK-D)_410589","Tallon, R. (SC-D)_410623","Tauke, T. (IA-R)_410641","Taylor, G. (MO-R)_410659","Thomas, R. (GA-D)_410765","Torres, E. (CA-D)_410889","Traxler, J. (MI-D)_410926","Udall, M. (AZ-D)_411025","Valentine, I. (NC-D)_411065","Vander Jagt, G. (MI-R)_411119","Volkmer, H. (MO-D)_411166","Vucanovich, B. (NV-R)_411178","Walgren, D. (PA-D)_411224","Walker, R. (PA-R)_411247","Weber, J. (MN-R)_411405","Weiss, T. (NY-D)_411426","Wheat, A. (MO-D)_411488","Whittaker, R. (KS-R)_411585","Whitten, J. (MS-D)_411587","Williams, J. (MT-D)_411677","Wilson, C. (TX-D)_411725","Wolpe, H. (MI-D)_411834","Wortley, G. (NY-R)_411901","Wright, J. (TX-D)_411912","Wylie, C. (OH-R)_411929","Yates, S. (IL-D)_411947","Yatron, G. (PA-D)_411948"
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,0,0,-1,-1,1,0,0,0,0,0,0,-1,0,0,0,-1,1,-1,0,0,0,1,0,1,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,-1,1,-1,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,-1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,-1,0,1,0,0,-1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,-1,0,-1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0
